PIX28090	d__Archaea; p__Candidatus Huberarchaea
PIX31409	d__Archaea; p__Candidatus Bathyarchaeota
PIX31628	d__Archaea; p__Candidatus Bathyarchaeota
PIY60245	d__Archaea; p__Candidatus Woesearchaeota
PIZ52115	d__Archaea; p__Candidatus Woesearchaeota
PJE81169	d__Archaea
AGR33940	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Rhabditida; f__Neodiplogasteridae; g__Pristionchus; s__Pristionchus hoplostomus
PJF19440	d__Eukaryota; p__Cryptomycota
PKA48613	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Asparagales; f__Orchidaceae; g__Apostasia; s__Apostasia shenzhenica
PKA60930	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Asparagales; f__Orchidaceae; g__Apostasia; s__Apostasia shenzhenica
PKG33573	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanoregula; s__Methanoregula sp.
PKI84626	d__Eukaryota; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia; s__Malassezia vespertilionis
PKK21010	d__Eukaryota; p__Chordata; c__Aves; o__Columbiformes; f__Columbidae; g__Columba; s__Columba livia
PKK72374	d__Eukaryota; p__Mucoromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Rhizophagus; s__Rhizophagus irregularis
PKK81264	d__Archaea; p__Euryarchaeota; c__Thermoplasmata
PKK85970	d__Archaea; p__Euryarchaeota; c__Thermoplasmata
PKL54429	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Candidatus Methanoperedenaceae
AGR33963	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Rhabditida; f__Neodiplogasteridae; g__Pristionchus; s__Pristionchus fukushimae
PKL55231	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales
PKL60444	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales
PKL62441	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales
PKL64478	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales
PKL68669	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales
PKL69335	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales
PKM92423	d__Archaea; p__Euryarchaeota
PKP54578	d__Archaea; p__Candidatus Altiarchaeota
PKP59024	d__Archaea; p__Candidatus Altiarchaeota
PKP59365	d__Archaea; p__Candidatus Altiarchaeota
AGR33982	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Rhabditida; f__Diplogasteridae; g__Parapristionchus; s__Parapristionchus giblindavisi
PKS04427	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora zeina
PKS13306	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Lomentospora; s__Lomentospora prolificans
PKY45138	d__Eukaryota; p__Mucoromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Rhizophagus; s__Rhizophagus irregularis
PLJ77286	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermofilaceae; g__Thermofilum; s__Thermofilum sp. NZ13
PLN79099	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus taichungensis
PLW79575	d__Archaea; p__Candidatus Woesearchaeota
PLY73844	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Asterales; f__Asteraceae; g__Lactuca; s__Lactuca sativa
PMB64894	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Beauveria; s__Beauveria bassiana
PMB74612	d__Archaea; p__Candidatus Bathyarchaeota
PMB75718	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Fervidicoccales; f__Fervidicoccaceae; g__Fervidicoccus; s__Fervidicoccus fontis
AGT17879	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Pisolithaceae; g__Pisolithus; s__Pisolithus tinctorius
PMB77515	d__Archaea; p__Candidatus Korarchaeota
PMD21955	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Leotiaceae; g__Pezoloma; s__Pezoloma ericae
PMD39137	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__Hyaloscypha variabilis
PMP61182	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Acidilobales; f__Caldisphaeraceae; g__Caldisphaera; s__Caldisphaera sp.
PMP73788	d__Archaea; p__Euryarchaeota
PMP87997	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Acidilobales; f__Caldisphaeraceae; g__Caldisphaera; s__Caldisphaera sp.
PNH34879	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__Verticillium; s__Verticillium dahliae
PNH66076	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__Verticillium; s__Verticillium dahliae
PNI73425	d__Eukaryota; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Pan; s__Pan troglodytes
PNJ37160	d__Eukaryota; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Pongo; s__Pongo abelii
AGT34813	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermofilaceae; g__Thermofilum; s__Thermofilum adornatum
PNP83525	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium nygamai
PNS19338	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Elsinoaceae; g__Sphaceloma; s__Sphaceloma murrayae
PNV78421	d__Archaea; p__Candidatus Korarchaeota
PNV81529	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Fervidicoccales; f__Fervidicoccaceae; g__Fervidicoccus; s__Fervidicoccus sp.
PNX47360	d__Archaea; p__Euryarchaeota; c__Thermoplasmata
PNX48921	d__Archaea; p__Euryarchaeota; c__Thermoplasmata
PNY28562	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Tolypocladium; s__Tolypocladium capitatum
POF13740	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fagales; f__Fagaceae; g__Quercus; s__Quercus suber
POM84651	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Eucoccidiorida; f__Cryptosporidiidae; g__Cryptosporidium; s__Cryptosporidium meleagridis
PON41750	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Cannabaceae; g__Parasponia; s__Parasponia andersonii
AHA44493	d__Eukaryota; p__Annelida; c__Polychaeta; o__Terebellida; f__Pectinariidae; g__Pectinaria; s__Pectinaria gouldii
PON75087	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Cannabaceae; g__Parasponia; s__Parasponia andersonii
POR33015	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Tolypocladium; s__Tolypocladium paradoxum
POS79038	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Diaporthaceae; g__Diaporthe; s__Diaporthe helianthi
POS83304	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Erysiphales; f__Erysiphaceae; g__Erysiphe; s__Erysiphe pulchra
POY75352	d__Eukaryota; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Sporidiobolaceae; g__Rhodotorula; s__Rhodotorula taiwanensis
PPA80039	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales
PPD77499	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Gossypium; s__Gossypium barbadense
PPJ58654	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora berteroae
PPQ64451	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Gymnopilus; s__Gymnopilus dilepis
PPQ88659	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Psilocybe; s__Psilocybe cyanescens
AAR05873	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Drosophilidae; g__Drosophila; s__Drosophila sucinea
AHB12479	d__Eukaryota; p__Arthropoda; c__Insecta; o__Odonata; f__Libellulidae; g__Pantala; s__Pantala flavescens
PPR06880	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Panaeolus; s__Panaeolus cyanescens
PPR89667	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Gossypium; s__Gossypium barbadense
PPR90947	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Gossypium; s__Gossypium barbadense
PQE15700	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Rutstroemiaceae; g__Rutstroemia; s__Rutstroemia sp. NJR-2017a BBW
PQE18120	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Rutstroemiaceae; g__Rutstroemia; s__Rutstroemia sp. NJR-2017a BVV2
PQE33583	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Rutstroemiaceae; g__Rutstroemia; s__Rutstroemia sp. NJR-2017a WRK4
PRD34285	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Araneae; f__Nephilidae; g__Trichonephila; s__Trichonephila clavipes
PRP89662	d__Eukaryota; p__Evosea; c__Variosea; o__Cavosteliida; f__Cavosteliaceae; g__Planoprotostelium; s__Planoprotostelium fungivorum
PRW44541	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Chlorellales; f__Chlorellaceae; g__Chlorella; s__Chlorella sorokiniana
PSG97307	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
AHC50986	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Sulfolobales; f__Sulfolobaceae; g__Sulfolobus; s__Sulfolobus acidocaldarius
PSG98818	d__Archaea; p__Euryarchaeota; c__Nanohaloarchaea
PSH00287	d__Archaea; p__Euryarchaeota; c__Nanohaloarchaea
PSH00978	d__Archaea; p__Euryarchaeota; c__Nanohaloarchaea
PSH01679	d__Archaea; p__Euryarchaeota; c__Nanohaloarchaea
PSH02121	d__Archaea; p__Euryarchaeota; c__Nanohaloarchaea
PSK44255	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Elsinoaceae; g__Elsinoe; s__Elsinoe australis
PSK53036	r__Root
PSK76790	r__Root
PSN47703	d__Eukaryota; p__Arthropoda; c__Insecta; o__Blattodea; f__Ectobiidae; g__Blattella; s__Blattella germanica
PSN66012	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Corynesporascaceae; g__Corynespora; s__Corynespora cassiicola
AHI62785	d__Eukaryota; p__Nemertea; c__Pilidiophora; o__Heteronemertea; f__Cerebratulidae; g__Cerebratulus; s__Cerebratulus lacteus
PSN86771	d__Archaea; p__Candidatus Marsarchaeota
PSN90512	d__Archaea; p__Candidatus Marsarchaeota
PSO05974	d__Archaea; p__Candidatus Marsarchaeota
PSP15872	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP27402	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP31947	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP38252	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP42730	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP49339	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP50289	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
AHW80317	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Rhabditida; f__Neodiplogasteridae; g__Pristionchus; s__Pristionchus bulgaricus
PSP54817	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP55081	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP56490	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP62260	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP64747	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP67007	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP70446	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP76034	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP79826	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP80195	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
AIB09988	d__Eukaryota; p__Cercozoa; c__Chlorarachniophyceae
PSP87781	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP88001	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP97861	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP99618	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ00407	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ07053	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ07135	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ11054	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ11072	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ15454	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
AIE91187	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
PSQ15626	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ18156	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ20321	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ21113	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ23241	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ26823	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ33345	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ35053	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ37063	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ40011	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
AIE92028	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
PSQ42257	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ44854	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ47203	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ48152	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ51791	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ55986	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ59092	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ62865	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ66053	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSR83288	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Schizoparmaceae; g__Coniella; s__Coniella lustricola
AIE97075	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
PSR86316	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Ericales; f__Actinidiaceae; g__Actinidia; s__Actinidia chinensis
PSR94963	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Ericales; f__Actinidiaceae; g__Actinidia; s__Actinidia chinensis
PSS09618	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Ericales; f__Actinidiaceae; g__Actinidia; s__Actinidia chinensis
PSS37698	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Phlebia; s__Phlebia centrifuga
PTD94302	d__Archaea
PUA32728	d__Archaea; p__Thaumarchaeota
PUA33406	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales; f__Desulfurococcaceae; g__Zestosphaera; s__Zestosphaera tikiterensis
PVD34205	d__Eukaryota; p__Mollusca; c__Gastropoda; o__Architaenioglossa; f__Ampullariidae; g__Pomacea; s__Pomacea canaliculata
SAM03893	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Cunninghamellaceae; g__Absidia; s__Absidia glauca
SAM75457	d__Eukaryota; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Ustilago; s__Ustilago bromivora
AIE97933	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
SBS83533	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Haemosporida; f__Plasmodiidae; g__Plasmodium; s__Plasmodium malariae
SBT70815	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Haemosporida; f__Plasmodiidae; g__Plasmodium; s__Plasmodium malariae
SBT76236	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Haemosporida; f__Plasmodiidae; g__Plasmodium; s__Plasmodium ovale
SCU83674	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__Lachancea sp. PJ-2012a
SCU87102	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__Lachancea mirantina
SCU95349	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__Lachancea meyersii
SCU97624	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__Lachancea dasiensis
SCV01503	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__Lachancea nothofagi
SCV68038	d__Eukaryota; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryales; f__Microbotryaceae; g__Microbotryum; s__Microbotryum intermedium
SCW00101	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__Lachancea fermentati
AIE98536	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
SGZ47904	r__Root
SHO77036	d__Eukaryota; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia; s__Malassezia sympodialis
SLM38325	d__Eukaryota; p__Ascomycota; c__Lecanoromycetes; o__Umbilicariales; f__Umbilicariaceae; g__Lasallia; s__Lasallia pustulata
SMH72492	d__Archaea; p__Thaumarchaeota
SMN18229	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania; s__Kazachstania saulgeensis
SMN21303	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania; s__Kazachstania saulgeensis
SMR46037	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Mycosphaerellaceae; g__Zymoseptoria; s__Zymoseptoria tritici
SMR47291	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Mycosphaerellaceae; g__Zymoseptoria; s__Zymoseptoria tritici
SOV76071	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Haemosporida; f__Plasmodiidae; g__Plasmodium; s__Plasmodium sp. gorilla clade G3
SPB45117	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus niger
AAR05874	d__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Drosophilidae; g__Drosophila; s__Drosophila saltans
AIE99723	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
SPJ10111	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Haemosporida; f__Plasmodiidae; g__Plasmodium; s__Plasmodium sp. DRC-Itaito
WP_004030380	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__Methanobacterium formicicum
WP_004037706	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanofollis; s__Methanofollis liminatans
WP_004054025	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halococcaceae; g__Halococcus; s__Halococcus morrhuae
WP_004060019	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Haloferacaceae; g__Haloferax; s__Haloferax mediterranei
WP_004079387	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoplanus; s__Methanoplanus limicola
WP_004591415	d__Archaea; p__Euryarchaeota; c__Methanococci; o__Methanococcales; f__Methanocaldococcaceae; g__Methanocaldococcus; s__Methanocaldococcus villosus
WP_004591565	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Haloarculaceae; g__Haloarcula; s__Haloarcula japonica
WP_005045595	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halococcaceae; g__Halococcus; s__Halococcus salifodinae
WP_005538129	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Haloarculaceae; g__Haloarcula; s__Haloarcula argentinensis
AIF01193	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
WP_005559242	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natronococcus; s__Natronococcus amylolyticus
WP_005580137	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natronobacterium; s__Natronobacterium gregoryi
WP_006053856	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Haloferacaceae; g__Halogeometricum; s__Halogeometricum borinquense
WP_006067770	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natronorubrum; s__Natronorubrum bangense
WP_006078145	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halococcaceae; g__Halococcus; s__Halococcus saccharolyticus
WP_006088314	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natronorubrum; s__Natronorubrum tibetense
WP_006108946	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natrialba; s__Natrialba asiatica
WP_006114459	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Halorubraceae; g__Halorubrum; s__Halorubrum coriense
WP_006167993	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natrialba; s__Natrialba chahannaoensis
WP_006180003	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natrinema; s__Natrinema pellirubrum
AIF04393	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
WP_006185645	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natrinema; s__Natrinema pallidum
WP_006430986	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natrinema; s__Natrinema versiforme
WP_006651537	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natrialba; s__Natrialba hulunbeirensis
WP_006666644	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natrialba; s__Natrialba aegyptia
WP_006826050	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natrialba; s__Natrialba taiwanensis
WP_006884827	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Haloarculaceae; g__Halosimplex; s__Halosimplex carlsbadense
