LABELS
SEPARATOR COMMA
DATA
#NODE_ID,LABEL
24_NosZ,Prevotella denticola | 767031.HMPREF9137_0507
25_NosZ,Prevotella histicola | tr|A0A8B2CDC8|A0A8B2CDC8_9BACT
26_NosZ,Prevotella multisaccharivorax | 688246.Premu_2180
27_NosZ,Prevotella oulorum | 702438.HMPREF9431_01063
28_NosZ,Prevotella veroralis | 1122993.KB898331_gene253
29_NosZ,Ancylomarina longa | tr|A0A434AXU4|A0A434AXU4_9BACT
30_NosZ,Ancylomarina salipaludis | tr|A0A4Q1JNZ3|A0A4Q1JNZ3_9BACT
31_NosZ,Chitinophagales | tr|A0A848SSL7|A0A848SSL7_9BACT
32_NosZ,Chitinophagaceae | tr|A0A3D4TA41|A0A3D4TA41_9BACT
33_NosZ,Chitinophagaceae | tr|A0A3D6CER2|A0A3D6CER2_9BACT
34_NosZ,Chitinophagaceae | tr|A0A4Q3RVM7|A0A4Q3RVM7_9BACT
35_NosZ,Chitinophagaceae | tr|A0A4Q5S1X0|A0A4Q5S1X0_9BACT
36_NosZ,Chitinophagaceae | tr|A0A4Q5SZM5|A0A4Q5SZM5_9BACT
37_NosZ,Chitinophagaceae | tr|A0A4Q5T0D2|A0A4Q5T0D2_9BACT
38_NosZ,Chitinophagaceae | tr|A0A4Q5TDK6|A0A4Q5TDK6_9BACT
39_NosZ,Chitinophagaceae | tr|A0A4Q5WWV4|A0A4Q5WWV4_9BACT
40_NosZ,Chitinophagaceae | tr|A0A4V1UUM5|A0A4V1UUM5_9BACT
41_NosZ,Chitinophagaceae | tr|A0A521PAK3|A0A521PAK3_9BACT
42_NosZ,Chitinophagaceae | tr|A0A522R814|A0A522R814_9BACT
43_NosZ,Chitinophagaceae | tr|A0A5C7MJ74|A0A5C7MJ74_9BACT
44_NosZ,Chitinophagaceae | tr|A0A7T9K5C0|A0A7T9K5C0_9BACT
45_NosZ,Chitinophagaceae | tr|A0A7V9GJM3|A0A7V9GJM3_9BACT
46_NosZ,Chitinophagaceae | tr|A0A7Y4TRK9|A0A7Y4TRK9_9BACT
47_NosZ,Chitinophagaceae | tr|A0A832FBG4|A0A832FBG4_9BACT
48_NosZ,Asinibacterium sp. OR53 | 925409.KI911562_gene940
49_NosZ,Chitinophaga cymbidii | tr|A0A512RSS8|A0A512RSS8_9BACT
50_NosZ,Chitinophaga eiseniae | tr|A0A847S4L7|A0A847S4L7_9BACT
51_NosZ,Chitinophaga flava | tr|A0A365XRT8|A0A365XRT8_9BACT
52_NosZ,Chitinophaga lutea | tr|A0A3N4PWA7|A0A3N4PWA7_9BACT
53_NosZ,Chitinophaga oryziterrae | tr|A0A6N8JAZ6|A0A6N8JAZ6_9BACT
54_NosZ,Chitinophaga silvisoli | tr|A0A3E1P9Z6|A0A3E1P9Z6_9BACT
55_NosZ,Chitinophaga sp. XS-30 | tr|A0A5B9WNM4|A0A5B9WNM4_9BACT
56_NosZ,Chitinophaga tropicalis | tr|A0A7K1U5B9|A0A7K1U5B9_9BACT
57_NosZ,Chitinophaga varians | tr|A0A847RZE4|A0A847RZE4_9BACT
58_NosZ,Ferruginibacter sp. | tr|A0A7Y4Y9U0|A0A7Y4Y9U0_9BACT
59_NosZ,Ferruginibacter sp. | tr|A0A849UQK7|A0A849UQK7_9BACT
60_NosZ,Ferruginibacter sp. BO-59 | tr|A0A3M9NBY5|A0A3M9NBY5_9BACT
61_NosZ,Filimonas effusa | tr|A0A4V1MA34|A0A4V1MA34_9BACT
62_NosZ,Flaviaesturariibacter aridisoli | tr|A0A4R4E6T2|A0A4R4E6T2_9BACT
63_NosZ,Flaviaesturariibacter flavus | tr|A0A4R1B2Q8|A0A4R1B2Q8_9BACT
64_NosZ,Flavihumibacter soli | tr|A0A6B3PLN3|A0A6B3PLN3_9BACT
65_NosZ,Flavisolibacter ginsenosidimutans | tr|A0A5B8UH49|A0A5B8UH49_9BACT
66_NosZ,Ginsengibacter hankyongi | tr|A0A5J5IGP6|A0A5J5IGP6_9BACT
67_NosZ,Hydrotalea sp. AMD | tr|A0A4Q0AWX4|A0A4Q0AWX4_9BACT
68_NosZ,Ilyomonas limi | tr|A0A4V5UUQ8|A0A4V5UUQ8_9BACT
69_NosZ,Lacibacter luteus | tr|A0A4Q1CDR2|A0A4Q1CDR2_9BACT
70_NosZ,Lacibacter sp. S13-6-6 | tr|A0A7G5XD29|A0A7G5XD29_9BACT
71_NosZ,Niabella soli | 929713.NIASO_09245
72_NosZ,Niastella caeni | tr|A0A4S8H7B1|A0A4S8H7B1_9BACT
73_NosZ,Niastella koreensis | 700598.Niako_5286
74_NosZ,Panacibacter ginsenosidivorans | tr|A0A5B8V423|A0A5B8V423_9BACT
75_NosZ,Phnomibacter ginsenosidimutans | tr|A0A6I6GEE7|A0A6I6GEE7_9BACT
76_NosZ,Sediminibacterium sp. C3 | 1267211.KI669560_gene1636
77_NosZ,Segetibacter koreensis | 1123248.KB893386_gene1908
78_NosZ,Taibaiella soli | tr|A0A2W2B3A5|A0A2W2B3A5_9BACT
79_NosZ,Thermoflavifilum sp. | tr|A0A7M1TDN6|A0A7M1TDN6_9BACT
80_NosZ,Cytophagales | tr|A0A355BR19|A0A355BR19_9BACT
81_NosZ,Cytophagales | tr|A0A3D3ID61|A0A3D3ID61_9BACT
82_NosZ,Cytophagales | tr|A0A3D5KPC9|A0A3D5KPC9_9BACT
83_NosZ,Cytophagales | tr|A0A3D6EWI9|A0A3D6EWI9_9BACT
84_NosZ,Cesiribacter andamanensis | 1279009.ADICEAN_01488
85_NosZ,Nafulsella turpanensis | 1124780.ANNU01000013_gene3869
86_NosZ,Cyclobacteriaceae | tr|A0A3N4H835|A0A3N4H835_9BACT
87_NosZ,Cyclobacteriaceae | tr|A0A5C7Z4K4|A0A5C7Z4K4_9BACT
88_NosZ,Cyclobacteriaceae | tr|A0A7D5MJY6|A0A7D5MJY6_9BACT
89_NosZ,Cyclobacteriaceae | tr|A0A7Y4VM76|A0A7Y4VM76_9BACT
90_NosZ,Algoriphagus kandeliae | tr|A0A4Y9QZV2|A0A4Y9QZV2_9BACT
91_NosZ,Algoriphagus lacus | tr|A0A418PV19|A0A418PV19_9BACT
92_NosZ,Algoriphagus mannitolivorans | 1120965.AUBV01000006_gene2380
93_NosZ,Belliella baltica | 866536.Belba_1979
94_NosZ,Cecembia lonarensis | tr|K1KUU2|K1KUU2_9BACT
95_NosZ,Mariniradius saccharolyticus | 1239962.C943_03909
96_NosZ,Cytophagaceae | tr|A0A437PMW3|A0A437PMW3_9BACT
97_NosZ,Anditalea andensis | 1048983.EL17_22595
98_NosZ,Aquirufa nivalisilvae | tr|A0A2S2DX97|A0A2S2DX97_9BACT
99_NosZ,Arcticibacterium luteifluviistationis | tr|A0A2Z4GG69|A0A2Z4GG69_9BACT
100_NosZ,Dyadobacter fermentans | YP_003085120
101_NosZ,Larkinella punicea | tr|A0A368JX95|A0A368JX95_9BACT
102_NosZ,Rhodocytophaga rosea | tr|A0A6C0GL12|A0A6C0GL12_9BACT
103_NosZ,Rhodonellum psychrophilum | 1123057.P872_04330
104_NosZ,Rudanella lutea | 1089547.KB913013_gene4642
105_NosZ,Runella slithyformis | 761193.Runsl_0111
106_NosZ,Flammeovirgaceae | tr|A0A7C5LVY9|A0A7C5LVY9_9BACT
107_NosZ,Flammeovirgaceae | tr|A0A7L9BEE2|A0A7L9BEE2_9BACT
108_NosZ,Flammeovirga pectinis | tr|A0A3Q9FJ36|A0A3Q9FJ36_9BACT
109_NosZ,Flexithrix dorotheae | 1121904.ARBP01000007_gene3064
110_NosZ,Chryseolinea flava | tr|A0A364Y885|A0A364Y885_9BACT
111_NosZ,Fulvivirga imtechensis | 1237149.C900_03372
112_NosZ,Fulvivirga sp. M361 | tr|A0A553F4N3|A0A553F4N3_9BACT
113_NosZ,Adhaeribacter aerolatus | tr|A0A512AZ77|A0A512AZ77_9BACT
114_NosZ,Adhaeribacter rhizoryzae | tr|A0A5M6D120|A0A5M6D120_9BACT
115_NosZ,Adhaeribacter soli | tr|A0A5N1IJX2|A0A5N1IJX2_9BACT
116_NosZ,Nibribacter ruber | tr|A0A6P1NWN8|A0A6P1NWN8_9BACT
117_NosZ,Pontibacter burrus | tr|A0A6B3LQG4|A0A6B3LQG4_9BACT
118_NosZ,Pontibacter burrus | tr|A0A6B3LVX4|A0A6B3LVX4_9BACT
119_NosZ,Pontibacter fetidus | tr|A0A6B2GXX0|A0A6B2GXX0_9BACT
120_NosZ,Pontibacter sp. 2b14 | tr|A0A364REW1|A0A364REW1_9BACT
121_NosZ,Pontibacter sp. HB172049 | tr|A0A501WB68|A0A501WB68_9BACT
122_NosZ,Pontibacter sp. Tf4 | tr|A0A7X0R3V3|A0A7X0R3V3_9BACT
123_NosZ,Pontibacter sp. Tf4 | tr|A0A7X0V3M6|A0A7X0V3M6_9BACT
124_NosZ,Rufibacter latericius | tr|A0A3M9MEX8|A0A3M9MEX8_9BACT
125_NosZ,Marivirga tractuosa | 643867.Ftrac_2708
126_NosZ,Thermonema rossianum | 1313301.AUGC01000001_gene1476
127_NosZ,Flavobacteriales | 391603.FBALC1_12122
128_NosZ,Flavobacteriales | tr|A0A524JC30|A0A524JC30_9FLAO
129_NosZ,Flavobacteriales | tr|A0A5C7ZTZ1|A0A5C7ZTZ1_9FLAO
130_NosZ,Flavobacteriales | tr|A0A7T9D5Z3|A0A7T9D5Z3_9FLAO
131_NosZ,Flavobacteriales | tr|A0A7T9KMA2|A0A7T9KMA2_9FLAO
132_NosZ,Flavobacteriales | tr|A0A7Y5C3Y5|A0A7Y5C3Y5_9FLAO
133_NosZ,Flavobacteriales | tr|A0A7Y5QUE9|A0A7Y5QUE9_9FLAO
134_NosZ,Brumimicrobium glaciale | tr|A0A4Q4KPL2|A0A4Q4KPL2_9FLAO
135_NosZ,Brumimicrobium sp. C305 | tr|A0A2U2X0N7|A0A2U2X0N7_9FLAO
136_NosZ,Acidiluteibacter ferrifornacis | tr|A0A6N9NMK5|A0A6N9NMK5_9FLAO
137_NosZ,Cryomorpha ignava | tr|A0A7K3WR22|A0A7K3WR22_9FLAO
138_NosZ,Flavobacteriaceae | 531844.FIC_02107
139_NosZ,Flavobacteriaceae | tr|A0A1J0LNG2|A0A1J0LNG2_9FLAO
140_NosZ,Flavobacteriaceae | tr|A0A2U3B0D8|A0A2U3B0D8_9FLAO
141_NosZ,Flavobacteriaceae | tr|A0A355AAS7|A0A355AAS7_9FLAO
142_NosZ,Flavobacteriaceae | tr|A0A357EVG3|A0A357EVG3_9FLAO
143_NosZ,Flavobacteriaceae | tr|A0A3R8Q1K1|A0A3R8Q1K1_9FLAO
144_NosZ,Flavobacteriaceae | tr|A0A507ZQY0|A0A507ZQY0_9FLAO
145_NosZ,Flavobacteriaceae | tr|A0A521A6A4|A0A521A6A4_9FLAO
146_NosZ,Flavobacteriaceae | tr|A0A5B7TWX5|A0A5B7TWX5_9FLAO
147_NosZ,Flavobacteriaceae | tr|A0A6L9E787|A0A6L9E787_9FLAO
148_NosZ,Flavobacteriaceae | tr|A0A6N8UEK5|A0A6N8UEK5_9FLAO
149_NosZ,Flavobacteriaceae | tr|A0A7Y1TMR1|A0A7Y1TMR1_9FLAO
150_NosZ,Flavobacteriaceae | tr|A0A7Y1ZAI4|A0A7Y1ZAI4_9FLAO
151_NosZ,Flavobacteriaceae | tr|A0A7Y2EI74|A0A7Y2EI74_9FLAO
152_NosZ,Flavobacteriaceae | tr|A0A7Y2EIR5|A0A7Y2EIR5_9FLAO
153_NosZ,Flavobacteriaceae | tr|A0A7Y2NIA2|A0A7Y2NIA2_9FLAO
154_NosZ,Flavobacteriaceae | tr|A0A7Y2X422|A0A7Y2X422_9FLAO
155_NosZ,Flavobacteriaceae | tr|A0A7Y2Y9A6|A0A7Y2Y9A6_9FLAO
156_NosZ,Flavobacteriaceae | tr|A0A7Y2Z661|A0A7Y2Z661_9FLAO
157_NosZ,Flavobacteriaceae | tr|A0A7Y3MQY7|A0A7Y3MQY7_9FLAO
158_NosZ,Flavobacteriaceae | tr|A0A7Y3MR51|A0A7Y3MR51_9FLAO
159_NosZ,Flavobacteriaceae | tr|A0A7Y6ZQH9|A0A7Y6ZQH9_9FLAO
160_NosZ,Aequorivita antarctica | tr|A0A5C6YX63|A0A5C6YX63_9FLAO
161_NosZ,Aequorivita capsosiphonis | 1120951.AUBG01000005_gene2189
162_NosZ,Aequorivita lipolytica | tr|A0A5C6YRI1|A0A5C6YRI1_9FLAO
163_NosZ,Aequorivita lutea | tr|A0A7K0EXV9|A0A7K0EXV9_9FLAO
164_NosZ,Aequorivita sp. CIP111184 | tr|A0A330MNQ5|A0A330MNQ5_9FLAO
165_NosZ,Aequorivita sp. H23M31 | tr|A0A410FZW4|A0A410FZW4_9FLAO
166_NosZ,Aequorivita sp. KMM 9714 | tr|A0A6M2AVZ0|A0A6M2AVZ0_9FLAO
167_NosZ,Aequorivita sp. KX20305 | tr|A0A7U0PF25|A0A7U0PF25_9FLAO
168_NosZ,Aequorivita sublithincola | 746697.Aeqsu_0143
169_NosZ,Algibacter amylolyticus | tr|A0A5M7BJF0|A0A5M7BJF0_9FLAO
170_NosZ,Altibacter lentus | 1223410.KN050846_gene931
171_NosZ,Antarcticibacterium flavum | tr|A0A5B7X1N7|A0A5B7X1N7_9FLAO
172_NosZ,Aquimarina megaterium | 1296416.JACB01000039_gene1333
173_NosZ,Aquimarina muelleri | 1121007.AUML01000014_gene2856
174_NosZ,Aquimarina sp. TRL1 | tr|A0A7I0NQF3|A0A7I0NQF3_9FLAO
175_NosZ,Arenibacter algicola | 616991.JPOO01000003_gene1382
176_NosZ,Arenibacter certesii | 1121011.AUCB01000002_gene448
177_NosZ,Arenitalea lutea | 1178825.ALIH01000003_gene2034
178_NosZ,Aureibaculum marinum | tr|A0A3N4NWS7|A0A3N4NWS7_9FLAO
179_NosZ,Bizionia algoritergicola | tr|A0A5D0QPG1|A0A5D0QPG1_9FLAO
180_NosZ,Bizionia argentinensis | 1046627.BZARG_1503
181_NosZ,Bizionia myxarmorum | tr|A0A5D0R6M2|A0A5D0R6M2_9FLAO
182_NosZ,Bizionia saleffrena | tr|A0A8H2QEU1|A0A8H2QEU1_9FLAO
183_NosZ,Capnocytophaga cynodegmi | 926551.KB900704_gene808
184_NosZ,Capnocytophaga sp. oral taxon 863 | 1227266.HMPREF1551_00877
185_NosZ,Cellulophaga algicola | 688270.Celal_3154
186_NosZ,Croceitalea sp. | tr|A0A7Y3HS61|A0A7Y3HS61_9FLAO
187_NosZ,Eudoraea adriatica | 1121875.KB907550_gene808
188_NosZ,Eudoraea sp. | tr|A0A7Y2FCJ1|A0A7Y2FCJ1_9FLAO
189_NosZ,Flagellimonas aquimarina | tr|A0A316LB97|A0A316LB97_9FLAO
190_NosZ,Flagellimonas hymeniacidonis | tr|A0A5C8V3W2|A0A5C8V3W2_9FLAO
191_NosZ,Flagellimonas maritima | tr|A0A2Z4LVC5|A0A2Z4LVC5_9FLAO
192_NosZ,Flaviramulus ichthyoenteri | 1380600.AUYN01000007_gene3382
193_NosZ,Flavivirga rizhaonensis | tr|A0A4S1DXR9|A0A4S1DXR9_9FLAO
194_NosZ,Flavobacterium aquatile | 1453498.LG45_05100
195_NosZ,Flavobacterium columnare | 1041826.FCOL_10605
196_NosZ,Flavobacterium columnare | tr|A0A2N9PAU8|A0A2N9PAU8_9FLAO
197_NosZ,Flavobacterium enshiense | 1107311.Q767_05715
198_NosZ,Flavobacterium filum | 1121889.AUDM01000004_gene2632
199_NosZ,Flavobacterium franklandianum | tr|A0A553CJH0|A0A553CJH0_9FLAO
200_NosZ,Flavobacterium psychrolimnae | tr|A0A366B056|A0A366B056_9FLAO
201_NosZ,Flavobacterium sasangense | 1121896.JMLU01000024_gene2536
202_NosZ,Flavobacterium silvisoli | tr|A0A4Q9YW74|A0A4Q9YW74_9FLAO
203_NosZ,Flavobacterium sp. | tr|A0A354DDA3|A0A354DDA3_FLASP
204_NosZ,Flavobacterium sp. | tr|A0A519KF64|A0A519KF64_FLASP
205_NosZ,Flavobacterium sp. | tr|A0A6H9LK13|A0A6H9LK13_FLASP
206_NosZ,Flavobacterium sp. | tr|A0A7K3MVH6|A0A7K3MVH6_FLASP
207_NosZ,Flavobacterium sp. F52 | 1202532.FF52_21889
208_NosZ,Flavobacterium sp. GA093 | tr|A0A6I4NGL6|A0A6I4NGL6_9FLAO
209_NosZ,Flavobacterium sp. IMCC34852 | tr|A0A7Y3R7C5|A0A7Y3R7C5_9FLAO
210_NosZ,Flavobacterium sp. KK2020170 | tr|A0A8D6C9Z2|A0A8D6C9Z2_9FLAO
211_NosZ,Flavobacterium sp. LB3P52 | tr|A0A4R5F8K9|A0A4R5F8K9_9FLAO
212_NosZ,Flavobacterium sp. Sr18 | tr|A0A6G7CDI3|A0A6G7CDI3_9FLAO
213_NosZ,Flavobacterium sp. ZT3R18 | tr|A0A553E1W8|A0A553E1W8_9FLAO
214_NosZ,Flavobacterium suncheonense | 1121899.Q764_07495
215_NosZ,Gelidibacter gilvus | tr|A0A4Q0XH45|A0A4Q0XH45_9FLAO
216_NosZ,Gelidibacter mesophilus | 1121912.AUHD01000001_gene2712
217_NosZ,Gillisia limnaea | 865937.Gilli_2588
218_NosZ,Gillisia sp. CAL575 | 985255.APHJ01000039_gene101
219_NosZ,Gramella forsetii | YP_861452.1
220_NosZ,Gramella sp. KN1008 | tr|A0A4Q9V8B9|A0A4Q9V8B9_9FLAO
221_NosZ,Hyunsoonleella sp. T58 | tr|A0A4Q9FC26|A0A4Q9FC26_9FLAO
222_NosZ,Imtechella halotolerans | 946077.W5A_02370
223_NosZ,Kordia antarctica | tr|A0A7L4ZKG3|A0A7L4ZKG3_9FLAO
224_NosZ,Kriegella sp. EG-1 | tr|A0A7K0E954|A0A7K0E954_9FLAO
225_NosZ,Lacinutrix jangbogonensis | 1469557.JSWF01000030_gene3552
226_NosZ,Lacinutrix sp. CAU 1491 | tr|A0A4U0ETR5|A0A4U0ETR5_9FLAO
227_NosZ,Leptobacterium flavescens | tr|A0A6P0UMV3|A0A6P0UMV3_9FLAO
228_NosZ,Lutibacter litoralis | tr|A0A8E0P9J0|A0A8E0P9J0_9FLAO
229_NosZ,Lutibacter sp. | tr|A0A7Y2TLC5|A0A7Y2TLC5_9FLAO
230_NosZ,Lutibacter sp. B1 | tr|A0A7X8NAU5|A0A7X8NAU5_9FLAO
231_NosZ,Lutibacter sp. HS1-25 | tr|A0A4Q1ICA7|A0A4Q1ICA7_9FLAO
232_NosZ,Mangrovimonas spongiae | tr|A0A428JYR9|A0A428JYR9_9FLAO
233_NosZ,Mangrovimonas yunxiaonensis | 1197477.IA57_03475
234_NosZ,Maribacter flavus | tr|A0A5B2TXJ6|A0A5B2TXJ6_9FLAO
235_NosZ,Maribacter luteus | tr|A0A6I2MLX8|A0A6I2MLX8_9FLAO
236_NosZ,Maribacter sp. | tr|A0A7C1L9X1|A0A7C1L9X1_9FLAO
237_NosZ,Maribacter sp. | tr|A0A849F6J3|A0A849F6J3_9FLAO
238_NosZ,Maribacter sp. ACAM166 | tr|A0A5R9AN06|A0A5R9AN06_9FLAO
239_NosZ,Maribacter sp. HTCC2170 | 313603.FB2170_03800
240_NosZ,Marixanthomonas sp. HN-E44 | tr|A0A2U0I449|A0A2U0I449_9FLAO
241_NosZ,Mesoflavibacter zeaxanthinifaciens | 1122225.AULQ01000005_gene2497
242_NosZ,Mesonia sp. HuA40 | tr|A0A5C8L981|A0A5C8L981_9FLAO
243_NosZ,Muricauda nanhaiensis | tr|A0A371JS19|A0A371JS19_9FLAO
244_NosZ,Muricauda ruestringensis | 886377.Murru_2821
245_NosZ,Muricauda sediminis | tr|A0A6I5L5F2|A0A6I5L5F2_9FLAO
246_NosZ,Muricauda sp. 176CP4-71 | tr|A0A4Q8QAL6|A0A4Q8QAL6_9FLAO
247_NosZ,Muricauda sp. MAR_2010_75 | 1250232.JQNJ01000001_gene2750
248_NosZ,Muriicola jejuensis | tr|A0A6P0UD61|A0A6P0UD61_9FLAO
249_NosZ,Myroides injenensis | 1008457.BAEX01000118_gene182
250_NosZ,Myroides odoratimimus | 1416760.AYMS01000031_gene2444
251_NosZ,Myroides odoratimimus | tr|A0A8B4QWZ2|A0A8B4QWZ2_9FLAO
252_NosZ,Myroides odoratus | 929704.Myrod_3304
253_NosZ,Myroides pelagicus | tr|A0A7K1GPD4|A0A7K1GPD4_9FLAO
254_NosZ,Myroides sp. LoEW2-1 | tr|A0A844U6L3|A0A844U6L3_9FLAO
255_NosZ,Oceanihabitans sp. IOP_32 | tr|A0A5Q0JTN5|A0A5Q0JTN5_9FLAO
256_NosZ,Patiriisocius marinus | tr|A0A5J4IRZ9|A0A5J4IRZ9_9FLAO
257_NosZ,Paucihalobacter ruber | tr|A0A506PHS0|A0A506PHS0_9FLAO
258_NosZ,Psychroflexus sp. YR1-1 | tr|A0A6B3R3J8|A0A6B3R3J8_9FLAO
259_NosZ,Psychroflexus torquis | 313595.P700755_000691
260_NosZ,Psychroflexus tropicus | 1123035.ARLA01000023_gene1177
261_NosZ,Robertkochia marina | tr|A0A4S3M4A6|A0A4S3M4A6_9FLAO
262_NosZ,Robiginitalea biformata | 313596.RB2501_05465
263_NosZ,Robiginitalea sp. SC105 | tr|A0A842IF54|A0A842IF54_9FLAO
264_NosZ,Salinimicrobium terrae | 1123234.AUKI01000023_gene1941
265_NosZ,Seonamhaeicola maritimus | tr|A0A5C7GIM6|A0A5C7GIM6_9FLAO
266_NosZ,Sinomicrobium pectinilyticum | tr|A0A3N0DP23|A0A3N0DP23_9FLAO
267_NosZ,Sinomicrobium sp. N-1-3-6 | tr|A0A329N8W4|A0A329N8W4_9FLAO
268_NosZ,Spongiivirga citrea | tr|A0A6M0CXX2|A0A6M0CXX2_9FLAO
269_NosZ,Subsaximicrobium wynnwilliamsii | tr|A0A5C6ZJH2|A0A5C6ZJH2_9FLAO
270_NosZ,Tenacibaculum aiptasiae | tr|A0A7J5APV2|A0A7J5APV2_9FLAO
271_NosZ,Tenacibaculum litoreum | tr|A0A3R9F729|A0A3R9F729_9FLAO
272_NosZ,Ulvibacterium marinum | tr|A0A3B0C7I1|A0A3B0C7I1_9FLAO
273_NosZ,Winogradskyella sp. | tr|A0A7Y2UYS6|A0A7Y2UYS6_9FLAO
274_NosZ,Winogradskyella sp. | tr|A0A7Y2YNW0|A0A7Y2YNW0_9FLAO
275_NosZ,Winogradskyella sp. PAMC22761 | tr|A0A7G8WA24|A0A7G8WA24_9FLAO
276_NosZ,Xanthomarina gelatinilytica | 1137281.D778_01419
277_NosZ,Zhouia amylolytica | 1286632.P278_23880
278_NosZ,Zobellia galactanivorans (strain DSM 12802 / CCUG 47099 / CIP 106680 / NCIMB 13871 / Dsij) | tr|G0L5N9|G0L5N9_ZOBGA
279_NosZ,Croceimicrobium hydrocarbonivorans | tr|A0A7H0VHP7|A0A7H0VHP7_9FLAO
280_NosZ,Owenweeksia hongkongensis | 926562.Oweho_3463
281_NosZ,Phaeocystidibacter marisrubri | tr|A0A6L3ZFX2|A0A6L3ZFX2_9FLAO
282_NosZ,Bergeyella cardium | tr|A0A6P1QTE4|A0A6P1QTE4_9FLAO
283_NosZ,Chryseobacterium lacus | tr|A0A368N1E9|A0A368N1E9_9FLAO
284_NosZ,Chryseobacterium sp. | tr|A0A3D3K6K6|A0A3D3K6K6_9FLAO
285_NosZ,Chryseobacterium sp. | tr|A0A5P5ZPR7|A0A5P5ZPR7_9FLAO
286_NosZ,Cloacibacterium normanense | tr|A0A1E5UI46|A0A1E5UI46_9FLAO
287_NosZ,Elizabethkingia sp. JS20170427COW | tr|A0A5B7UHC0|A0A5B7UHC0_9FLAO
288_NosZ,Chryseobacterium palustre | 1121288.AULL01000016_gene910
289_NosZ,Kaistella antarctica | 266748.HY04_08570
290_NosZ,Kaistella carnis | tr|A0A3G8XS14|A0A3G8XS14_9FLAO
291_NosZ,Kaistella daneshvariae | tr|A0A3N0WTE8|A0A3N0WTE8_9FLAO
292_NosZ,Kaistella haifensis | tr|A0A3N0WN15|A0A3N0WN15_9FLAO
293_NosZ,Candidatus Ornithobacterium hominis | tr|A0A383TVB9|A0A383TVB9_9FLAO
294_NosZ,Riemerella anatipestifer | 992406.RIA_0512
295_NosZ,Riemerella columbina | 1123058.KB894262_gene1473
296_NosZ,Saprospirales | tr|A0A651HYM1|A0A651HYM1_9BACT
297_NosZ,Saprospirales | tr|A0A7M3MXU4|A0A7M3MXU4_9BACT
298_NosZ,Haliscomenobacter hydrossis | 760192.Halhy_5487
299_NosZ,Phaeodactylibacter sp. | tr|A0A7C5L5F8|A0A7C5L5F8_9BACT
300_NosZ,Lewinella cohaerens | 1122176.KB903565_gene3240
301_NosZ,Lewinella persica | 1122179.KB890455_gene3046
302_NosZ,Saprospiraceae | tr|A0A7D5MHT4|A0A7D5MHT4_9BACT
303_NosZ,Saprospiraceae | tr|A0A7V5EN36|A0A7V5EN36_9BACT
304_NosZ,Saprospiraceae | tr|A0A7Y1VUB9|A0A7Y1VUB9_9BACT
305_NosZ,Saprospiraceae | tr|A0A7Y1YF10|A0A7Y1YF10_9BACT
306_NosZ,Saprospiraceae | tr|A0A7Y2BVF5|A0A7Y2BVF5_9BACT
307_NosZ,Saprospiraceae | tr|A0A7Y2FKX8|A0A7Y2FKX8_9BACT
308_NosZ,Saprospiraceae | tr|A0A7Y2H9E0|A0A7Y2H9E0_9BACT
309_NosZ,Saprospiraceae | tr|A0A7Y2MQ24|A0A7Y2MQ24_9BACT
310_NosZ,Saprospiraceae | tr|A0A7Y4SZC1|A0A7Y4SZC1_9BACT
