LABELS
SEPARATOR COMMA
DATA
#NODE_ID,LABEL
78_NorB,Bizionia argentinensis JUB59 | 1046627.BZARG_176
79_NorB,Capnocytophaga granulosa ATCC 51502 | 641143.HMPREF9331_01640
80_NorB,Capnocytophaga sp. oral taxon 326 str. F0382 | 1035193.HMPREF9073_01856
81_NorB,Cellulophaga algicola DSM 14237 | 688270.Celal_3930
82_NorB,Flaviramulus ichthyoenteri Th78 | 1380600.AUYN01000007_gene3368
83_NorB,Flavobacterium antarcticum DSM 19726 | 1111730.ATTM01000002_gene1185
84_NorB,Flavobacterium aquatile LMG 4008 = ATCC 11947 | 1453498.LG45_05230
85_NorB,Flavobacterium columnare ATCC 49512 | 1041826.FCOL_01560
86_NorB,Flavobacterium daejeonense DSM 17708 | 1121887.AUDK01000002_gene2126
87_NorB,Flavobacterium saliperosum S13 | 1341155.FSS13T_01770
88_NorB,Flavobacterium sp. CF136 | 1144313.PMI10_02384
89_NorB,Flavobacterium sp. WG21 | 1229487.AMYW01000020_gene2584
90_NorB,Formosa agariphila KMM 3901 | 1347342.BN863_22390
91_NorB,Galbibacter marinus | 555500.I215_06007
92_NorB,Gillisia sp. CAL575 | 985255.APHJ01000018_gene3000
93_NorB,Imtechella halotolerans K1 | 946077.W5A_10010
94_NorB,Mangrovimonas yunxiaonensis | 1197477.IA57_03965
95_NorB,Maribacter sp. HTCC2170 | 313603.FB2170_14928
96_NorB,Muricauda ruestringensis DSM 13258 | 886377.Murru_2903
97_NorB,Myroides injenensis M09-0166 | 1008457.BAEX01000015_gene1734
98_NorB,Myroides odoratimimus H1bi | 1416760.AYMS01000014_gene452
99_NorB,Psychroserpens jangbogonensis | 1484460.JSWG01000015_gene927
100_NorB,Salinimicrobium terrae DSM 17865 | 1123234.AUKI01000022_gene2211
101_NorB,Tenacibaculum maritimum NCIMB 2154 | 1349785.BAUG01000047_gene2320
102_NorB,Zhouia amylolytica AD3 | 1286632.P278_05060
103_NorB,Chryseobacterium gleum ATCC 35910 | 525257.HMPREF0204_13224
104_NorB,Elizabethkingia miricola | 172045.KS04_02285
105_NorB,Riemerella columbina DSM 16469 | 1123058.KB894263_gene1367
106_NorB,Haliscomenobacter hydrossis DSM 1100 | 760192.Halhy_2238
107_NorB,Solitalea canadensis DSM 3403 | 929556.Solca_2916
108_NorB,Caldithrix abyssi DSM 13497 | 880073.Calab_2506
109_NorB,Candidatus Omnitrophica | KXK33524
110_NorB,Candidatus Omnitrophica | KXK39892
111_NorB,Parachlamydia acanthamoebae UV-7 | 765952.PUV_24980
112_NorB,Waddlia chondrophila WSU 86-1044 | 716544.wcw_0480
113_NorB,Chlorobi | KXK57127
114_NorB,Synechocystis sp. PCC 6803 | 1148.1653885
115_NorB,cyanobacterium PCC 7702 | 1173021.ALWA01000023_gene2491
116_NorB,Geitlerinema sp. PCC 7407 | 1173025.GEI7407_0530
117_NorB,Gloeocapsa sp. PCC 7428 | 1173026.Glo7428_4622
118_NorB,Pleurocapsa sp. PCC 7327 | 118163.Ple7327_1966
119_NorB,[Leptolyngbya] sp. JSC-1 | 1487953.JMKF01000045_gene2931
120_NorB,Oscillatoria nigro-viridis PCC 7112 | 179408.Osc7112_0369
121_NorB,Chroococcidiopsis thermalis PCC 7203 | 251229.Chro_3365
122_NorB,Acaryochloris marina MBIC11017 | 329726.AM1_0481
123_NorB,Arthrospira platensis C1 | 459495.SPLC1_S101990
124_NorB,Oscillatoria acuminata PCC 6304 | 56110.Oscil6304_4731
125_NorB,Cyanobacterium aponinum PCC 10605 | 755178.Cyan10605_3228
126_NorB,Oceanithermus profundus DSM 14977 | 670487.Ocepr_2137
127_NorB,Thermus amyloliquefaciens | 1449080.JQMV01000003_gene1454
128_NorB,Dysgonomonadaceae | CEA16478
129_NorB,Dysgonomonadaceae | SCM58329
130_NorB,Muribaculaceae | ASB36842
131_NorB,Paludibacteraceae | GAT61620
132_NorB,Porphyromonadaceae | EWC92799
133_NorB,Tannerellaceae | ETK01178
134_NorB,Marinifilaceae | BAX79897
135_NorB,Marinifilaceae | BAX81148
136_NorB,Prolixibacteraceae | KJF43657
137_NorB,Prolixibacteraceae | KOH45077
138_NorB,Chitinophagaceae | QEC69224
139_NorB,Hymenobacteraceae | AKQ46155
140_NorB,Hymenobacteraceae | ARS35185
141_NorB,Flavobacteriaceae | ANW96454
142_NorB,Flavobacteriaceae | APD05775
143_NorB,Flavobacteriaceae | ARV15937
144_NorB,Flavobacteriaceae | AUC76584
145_NorB,Flavobacteriaceae | AVM50083
146_NorB,Flavobacteriaceae | AVR46429
147_NorB,Flavobacteriaceae | AVR47165
148_NorB,Flavobacteriaceae | AXP82321
149_NorB,Flavobacteriaceae | AYN03181
150_NorB,Flavobacteriaceae | AZJ31227
151_NorB,Flavobacteriaceae | CAZ98446
152_NorB,Flavobacteriaceae | KIX22417
153_NorB,Flavobacteriaceae | KVV15212
154_NorB,Flavobacteriaceae | KZS42890
155_NorB,Flavobacteriaceae | OAD40800
156_NorB,Flavobacteriaceae | QDW22458
157_NorB,Flavobacteriaceae | SNV06005
158_NorB,Weeksellaceae | AYY87229
159_NorB,Weeksellaceae | AZB21797
160_NorB,Weeksellaceae | OCK49658
161_NorB,Weeksellaceae | QAR29965
162_NorB,Weeksellaceae | QCX52376
163_NorB,Sphingobacteriaceae | QEC62356
164_NorB,Sphingobacteriaceae | SNV55667
165_NorB,Alicyclobacillus herbarius DSM 13609 | 1120972.AUMH01000019_gene2327
166_NorB,Kyrpidia tusciae DSM 2912 | 562970.Btus_2112
167_NorB,Bacillus andreraoultii | 1499685.CCFJ01000041_gene806
168_NorB,Bacillus dielmoensis | 1347369.CCAD010000049_gene371
169_NorB,Bacillus licheniformis DSM 13 = ATCC 14580 | 279010.BL01473
170_NorB,Bacillus rubiinfantis | 1499680.CCFE01000021_gene1854
171_NorB,Bacillus rubiinfantis | 1499680.CCFE01000030_gene3465
172_NorB,Bacillus sonorensis L12 | 1274524.BSONL12_05263
173_NorB,Bacillus sp. 1NLA3E | 666686.B1NLA3E_10805
174_NorB,Bacillus sp. 1NLA3E | 666686.B1NLA3E_14525
175_NorB,Bacillus sp. J33 | 935836.JAEL01000006_gene2816
176_NorB,Bacillus sp. UNC438CL73TsuS30 | 1340434.AXVA01000013_gene273
177_NorB,Geobacillus icigianus | 1430331.EP10_06465
178_NorB,Bacillus boroniphilus JCM 21738 | 1294265.JCM21738_194
179_NorB,Neobacillus jeddahensis | 1461580.CCAS010000026_gene2576
180_NorB,Thermicanus aegyptius DSM 12793 | 1089548.KI783301_gene1810
181_NorB,Paenibacillus fonticola DSM 21315 | 1122918.KB907245_gene5116
182_NorB,Paenibacillus sp. J14 | 935845.JADQ01000032_gene1319
183_NorB,Paenibacillus wynnii | 268407.PWYN_08440
184_NorB,Tuberibacillus calidus DSM 17572 | 1123405.AUMM01000010_gene1229
185_NorB,Staphylococcus agnetis | 985762.SAGN_09197
186_NorB,Staphylococcus aureus | 1280.SAXN108_0244
187_NorB,Staphylococcus simulans UMC-CNS-990 | 1405498.SSIM_05715
188_NorB,Thermoactinomyces daqus | 1329516.JPST01000008_gene2044
189_NorB,Carnobacterium mobile DSM 4848 | 1449342.JQMR01000001_gene1054
190_NorB,Agrilactobacillus composti DSM 18527 = JCM 14202 | 1423734.JCM14202_2970
191_NorB,Lactobacillus farciminis KCTC 3681 = DSM 20184 | 936140.AEOT01000017_gene1994
192_NorB,Lactobacillus nodensis DSM 19682 = JCM 14932 = NBRC 107160 | 1423775.BAMN01000039_gene2198
193_NorB,Lactobacillus versmoldensis DSM 14857 = KCTC 3814 | 1423815.BACR01000037_gene1707
194_NorB,Lentilactobacillus curieae | 1138822.PL11_00275
195_NorB,Lactobacillus fermentum IFO 3956 | 334390.LAF_1643
196_NorB,Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001 | 913848.AELK01000238_gene1643
197_NorB,Desulfitobacterium dehalogenans ATCC 51507 | 756499.Desde_1787
198_NorB,Desulfitobacterium dichloroeliminans LMG P-21439 | 871963.Desdi_1536
199_NorB,Desulfitobacterium hafniense Y51 | 138119.DSY1165
200_NorB,Desulfitobacterium metallireducens DSM 15288 | 871968.DESME_08750
201_NorB,Desulfosporosinus acidiphilus SJ4 | 646529.Desaci_0949
202_NorB,Desulfosporosinus meridiei DSM 13257 | 768704.Desmer_4397
203_NorB,Desulfosporosinus sp. OT | 913865.DOT_5168
204_NorB,Desulfosporosinus youngiae DSM 17734 | 768710.DesyoDRAFT_5114
205_NorB,Dethiobacter alkaliphilus AHT 1 | 555088.DealDRAFT_2097
206_NorB,Acetonema longum DSM 6540 | 1009370.ALO_04533
207_NorB,Pelosinus fermentans DSM 17108 | 1122947.FR7_0683
208_NorB,Veillonella sp. AS16 | 936589.HMPREF1521_1715
209_NorB,Estrella | CRX37469
210_NorB,Poriferisphaera | QDU33414
211_NorB,Aquisphaera | QEH34254
212_NorB,Paludisphaera | APW59926
213_NorB,Tautonia | QDV37632
214_NorB,Bythopirellula | QEG35187
215_NorB,Lacipirellula | QDT71782
216_NorB,Pirellulimonas | QDU89750
217_NorB,Anatilimnocola | QDU25836
218_NorB,Rhodopirellula | EMB15770
219_NorB,Stieleria | QDV47064
220_NorB,Thermogutta | ASV76246
221_NorB,Fuerstia | APZ91073
222_NorB,Gimesia | QDT27684
223_NorB,Gimesia | QDT92642
224_NorB,Gimesia | QDV52281
225_NorB,Planctomyces | AMV40548
226_NorB,Planctopirus | QDV30306
227_NorB,Thalassoglobus | QDT32488
228_NorB,Gemmata massiliana | 1210884.HG799463_gene9843
229_NorB,Novipirellula aureliae | tr|A0A5C6EF16|A0A5C6EF16_9BACT
230_NorB,Stieleria maiorica | QEF97787
231_NorB,Crateriforma conspicua | tr|A0A5C6FLK9|A0A5C6FLK9_9PLAN
232_NorB,Thermithiobacillus tepidarius DSM 3134 | 1123368.AUIS01000008_gene2151
233_NorB,alpha proteobacterium Mf 1.05b.01 | 1282876.BAOK01000001_gene1690
234_NorB,unclassified Brevundimonas | KQY87033
235_NorB,Caulobacter segnis ATCC 21756 | 509190.Cseg_3031
236_NorB,unclassified Caulobacter | KQZ34018
237_NorB,Phenylobacterium zucineum HLK1 | 450851.PHZ_c0619
238_NorB,Hyphomicrobiales | ANK82038
239_NorB,Methylocella silvestris BL2 | 395965.Msil_1516
240_NorB,Afipia sp. 1NLS2 | 666684.AfiDRAFT_0462
241_NorB,Bradyrhizobium japonicum USDA 6 | 1037409.BJ6T_02810
242_NorB,Bradyrhizobium sp. ARR65 | 1040989.AWZU01000014_gene4599
243_NorB,Bradyrhizobium sp. Cp5.3 | 443598.AUFA01000029_gene7085
244_NorB,Rhodopseudomonas palustris CGA009 | 258594.RPA1456
245_NorB,Brucella melitensis bv. 1 str. 16M | 224914.BMEII0998
246_NorB,Chelatococcus sp. GW1 | 1211115.ALIQ01000184_gene4185
247_NorB,Hyphomicrobium zavarzinii ATCC 27496 | 1267005.KB911257_gene788
248_NorB,Microvirga aerilata | 670292.JH26_12810
249_NorB,Methylocystis parvus OBBP | 1134912.AJTV01000065_gene3910
250_NorB,unclassified Methylocystis | CCD31960
251_NorB,Methylosinus trichosporium | ATQ70900
252_NorB,Parvibaculum lavamentivorans DS-1 | 402881.Plav_1004
253_NorB,Tepidicaulis marinus | 1333998.M2A_0268
254_NorB,Aquamicrobium defluvii | 69279.BG36_04200
255_NorB,Agrobacterium fabrum str. C58 | 176299.Atu4388
256_NorB,Rhizobium sp. CF097 | 1500301.JQMF01000008_gene858
257_NorB,Shinella sp. DD12 | 1410620.SHLA_5c000320
258_NorB,Sinorhizobium fredii NGR234 | 394.NGR_c09860
259_NorB,Afifella pfennigii DSM 17143 | 1120956.JHZK01000001_gene3313
260_NorB,Labrenzia aggregata IAM 12614 | 384765.SIAM614_31521
261_NorB,Pannonibacter phragmitetus DSM 14782 | 1122929.KB908229_gene3375
262_NorB,Pseudovibrio sp. FO-BEG1 | 911045.PSE_4552
263_NorB,Pseudovibrio sp. FO-BEG1 | 911045.PSE_p0187
264_NorB,Starkeya novella DSM 506 | 639283.Snov_1155
265_NorB,Xanthobacter autotrophicus Py2 | 78245.Xaut_3044
266_NorB,Hyphomonas johnsonii MHS-2 | 1280950.HJO_03570
267_NorB,Kiloniella laminariae DSM 19542 | 1122135.KB893166_gene3047
268_NorB,Magnetococcus marinus MC-1 | 156889.Mmc1_0120
269_NorB,Rhodobacter sphaeroides 2.4.1 | 272943.RSP_0323
270_NorB,Rhodobacter sphaeroides ATCC 17025 | 349102.Rsph17025_0971
271_NorB,Dinoroseobacter shibae DFL 12 = DSM 16493 | 398580.Dshi_3184
272_NorB,Maritimibacter alkaliphilus HTCC2654 | 314271.RB2654_12784
273_NorB,Oceaniovalibus guishaninsula JLT2003 | 1231392.OCGS_1072
274_NorB,Paracoccus denitrificans PD1222 | 318586.Pden_2483
275_NorB,Paracoccus yeei ATCC BAA-599 | 1446473.JHWH01000008_gene90
276_NorB,Polymorphum gilvum SL003B-26A1 | 991905.SL003B_0580
277_NorB,Pseudooceanicola atlanticus | 1461694.ATO9_09340
278_NorB,Pseudophaeobacter arcticus DSM 23566 | 999550.KI421507_gene600
279_NorB,Rhodobacter sp. SW2 | 371731.Rsw2DRAFT_0158
280_NorB,Roseobacter denitrificans OCh 114 | 375451.RD1_1561
281_NorB,Roseobacter sp. SK209-2-6 | 388739.RSK20926_03699
282_NorB,Roseovarius mucosus DSM 17069 | 1288298.rosmuc_02715
283_NorB,Ruegeria halocynthiae | 985054.JQEZ01000002_gene3778
284_NorB,Ruegeria pomeroyi DSS-3 | 246200.SPOA0216
285_NorB,Sedimentitalea nanhaiensis DSM 24252 | 571166.KI421509_gene3326
286_NorB,Sediminimonas qiaohouensis DSM 21189 | 1123247.AUIJ01000024_gene695
287_NorB,Thioclava indica | 1353528.DT23_14440
288_NorB,Acetobacter aceti 1023 | 1457393.AZ09_00300
289_NorB,Acidomonas methanolica | GAJ30419
290_NorB,unclassified Commensalibacter | AYN86163
291_NorB,unclassified Swingsia | QDH14432
292_NorB,Acetobacteraceae bacterium | QCE33762
293_NorB,Acetobacteraceae bacterium | QCE35788
294_NorB,Azospirillum halopraeferens DSM 3675 | 1121033.AUCF01000035_gene4044
295_NorB,Caenispirillum salinarum AK4 | 1238182.C882_1446
296_NorB,Fodinicurvata sediminis DSM 21159 | 570952.ATVH01000016_gene2366
297_NorB,Hypericibacter adhaerens | QEX24836
298_NorB,Hypericibacter terrae | QEX15420
299_NorB,Magnetospirillum caucaseum | 1244869.H261_05012
300_NorB,Magnetospirillum gryphiswaldense MSR-1 v2 | 1430440.MGMSRv2_1716
301_NorB,Novispirillum itersonii subsp. itersonii ATCC 12639 | 1279038.KB907348_gene3107
302_NorB,Rhodospirillum centenum SW | 414684.RC1_3976
303_NorB,Thalassospira xiamenensis M-5 = DSM 17429 | 1123366.TH3_07962
304_NorB,Terasakiella pusilla DSM 6293 | 1123355.JHYO01000002_gene1336
305_NorB,Novosphingobium pentaromativorans US6-1 | 1088721.NSU_4542
306_NorB,Sphingobium baderi LL03 | 1114964.L485_16230
307_NorB,Sphingobium herbicidovorans NBRC 16415 | 1219045.BV98_000644
308_NorB,Sphingobium sp. C100 | 1207055.C100_01710
309_NorB,Sphingobium xenophagum QYY | 1192759.AKIB01000051_gene951
310_NorB,Sphingobium xenophagum QYY | 1192759.AKIB01000055_gene1402
311_NorB,Sphingobium yanoikuyae | AYO75495
312_NorB,unclassified Sphingobium | AMK22944
313_NorB,Sphingomonas sp. PR090111-T3T-6A | 685778.AORL01000019_gene1856
314_NorB,Sphingomonas sp. UNC305MFCol5.2 | 1449076.JOOE01000001_gene2169
315_NorB,Sphingomonas wittichii RW1 | 392499.Swit_4614
316_NorB,unclassified Sphingomonas | AJW29235
317_NorB,unclassified Sphingomonas | ATY33545
318_NorB,unclassified Sphingomonas | AYJ84644
319_NorB,Sphingopyxis sp. MC1 | 1174684.EBMC1_01245
320_NorB,unclassified Sphingopyxis | ALC12871
321_NorB,Candidatus Accumulibacter sp. BA-93 | 1454004.AW11_01319
322_NorB,Candidatus Accumulibacter phosphatis clade IIA str. UW-1 | 522306.CAP2UW1_2326
323_NorB,Betaproteobacteria | APV52042
324_NorB,Candidatus Accumulibacter sp. BA-92 | EXI80261
325_NorB,Thiomonas sp. FB-Cd | 1158292.JPOE01000002_gene3799
326_NorB,Aquabacterium sp. NJ1 | 1538295.JY96_19505
327_NorB,Leptothrix cholodnii SP-6 | 395495.Lcho_1468
328_NorB,Burkholderiales bacterium JOSHI_001 | 864051.BurJ1DRAFT_0675
329_NorB,Rubrivivax gelatinosus IL144 | 983917.RGE_07190
330_NorB,Burkholderiales | tr|A0A0G3BN59|A0A0G3BN59_9BURK
331_NorB,Achromobacter xylosoxidans A8 | 762376.AXYL_02387
332_NorB,Alcaligenes faecalis | 511.JT27_08295
333_NorB,Basilea psittacipulmonis DSM 24701 | 1072685.IX83_07770
334_NorB,Bordetella petrii | 94624.Bpet3560
335_NorB,Bordetella petrii | 94624.Bpet4049
336_NorB,Castellaniella caeni | AYA57964
337_NorB,Castellaniella defragrans 65Phen | 1437824.BN940_10491
338_NorB,Castellaniella defragrans 65Phen | 1437824.BN940_12031
339_NorB,Oligella ureolytica DSM 18253 | 1122619.KB892368_gene2433
340_NorB,Oligella urethralis | AVL71003
341_NorB,Orrella dioscoreae | SOE47789
342_NorB,Pelistega indica | ETD73111
343_NorB,Pigmentiphaga humi | tr|A0A3P4B4T1|A0A3P4B4T1_9BURK
344_NorB,Pusillimonas sp. T7-7 | 1007105.PT7_0538
345_NorB,Pusillimonas sp. T7-7 | 1007105.PT7_2183
346_NorB,Alcaligenaceae bacterium SJ-26 | QDQ87108
347_NorB,Burkholderiaceae bacterium PBA | 795666.MW7_1769
348_NorB,Burkholderia mallei ATCC 23344 | 243160.BMAA0799
349_NorB,Burkholderia oklahomensis | 342113.DM82_1966
350_NorB,unclassified Burkholderia | EEA03904
351_NorB,Cupriavidus metallidurans CH34 | 266264.Rmet_3167
352_NorB,Cupriavidus necator H16 | 381666.PHG244
353_NorB,Cupriavidus pauculus | AZG13308
354_NorB,Cupriavidus sp. BIS7 | 1217718.ALOU01000028_gene3592
355_NorB,Cupriavidus taiwanensis LMG 19424 | 977880.RALTA_B2087
356_NorB,unclassified Cupriavidus | KDP88313
357_NorB,Lautropia mirabilis ATCC 51599 | 887898.HMPREF0551_1739
358_NorB,Pandoraea thiooxydans | APR94074
359_NorB,Paraburkholderia nodosa DSM 21604 | 1121127.JAFA01000033_gene4559
360_NorB,Ralstonia pickettii 12J | 402626.Rpic_4013
361_NorB,Ralstonia solanacearum PSI07 | 859657.RPSI07_3196
362_NorB,unclassified Rhizobacter | KQW14569
363_NorB,unclassified Rhizobacter | KRB14680
364_NorB,Acidovorax delafieldii | EER59746
365_NorB,Acidovorax ebreus TPSY | 535289.Dtpsy_0109
366_NorB,Acidovorax sp. JHL-9 | 1276756.AUEX01000022_gene2607
367_NorB,Acidovorax sp. KKS102 | 358220.C380_00925
368_NorB,Acidovorax sp. MR-S7 | 1268622.AVS7_03873
369_NorB,unclassified Acidovorax | EHL23016
370_NorB,unclassified Acidovorax | KRA18456
371_NorB,Comamonas aquatica NBRC 14918 | 1219031.BBJR01000038_gene3133
372_NorB,Comamonas granuli NBRC 101663 | 1223521.BBJX01000002_gene2722
373_NorB,Comamonas terrae | AYA57962
374_NorB,Comamonas terrigena | BBL22625
375_NorB,unclassified Hydrogenophaga | AOS80769
376_NorB,unclassified Hydrogenophaga | KRC04530
377_NorB,unclassified Melaminivora | AVO49295
378_NorB,Ottowia oryzae | AVO34055
379_NorB,unclassified Pelomonas | KQV61221
380_NorB,unclassified Pelomonas | KQV92748
381_NorB,unclassified Pelomonas | KQY81753
382_NorB,Polaromonas naphthalenivorans CJ2 | 365044.Pnap_1328
383_NorB,Pulveribacter suum | AVP56605
384_NorB,Ramlibacter tataouinensis | AMO24031
385_NorB,Rhodoferax ferrireducens | ABD69612
386_NorB,Rhodoferax sediminis | QDL35874
387_NorB,Rhodoferax sediminis | QDL36755
388_NorB,Variovorax sp. PBL-E5 | tr|A0A6P2EC50|A0A6P2EC50_9BURK
389_NorB,unclassified Variovorax | SCK21302
390_NorB,Xenophilus azovorans DSM 13620 | 1123504.JQKD01000008_gene5360
391_NorB,unclassified Duganella | KRB87183
392_NorB,Herbaspirillum frisingense GSF30 | 864073.HFRIS_006533
393_NorB,Herminiimonas arsenicoxydans | 204773.HEAR0048
394_NorB,Herminiimonas arsenicoxydans | 204773.HEAR1667
395_NorB,Janthinobacterium lividum | 29581.BW37_00467
396_NorB,Janthinobacterium sp. HH01 | 1198452.Jab_2c10870
397_NorB,unclassified Janthinobacterium | AMC33517
398_NorB,unclassified Janthinobacterium | QAU35357
399_NorB,Massilia sp. LC238 | 1502852.FG94_00874
400_NorB,Massilia violaceinigra | ATQ76992
401_NorB,unclassified Massilia | AKU20532
402_NorB,unclassified Massilia | AXA90674
403_NorB,unclassified Massilia | KQW94126
404_NorB,unclassified Massilia | KQY16227
405_NorB,unclassified Noviherbaspirillum | KRB67855
406_NorB,Undibacterium parvum | AZP12414
407_NorB,Chromobacterium violaceum ATCC 12472 | 243365.CV_3494
408_NorB,Pseudogulbenkiania sp. NH8B | 748280.NH8B_1416
409_NorB,unclassified Vogesella | SCK14592
410_NorB,Alysiella crassa DSM 2578 | 1120980.JQKH01000009_gene1402
411_NorB,Eikenella corrodens ATCC 23834 | 546274.EIKCOROL_00933
412_NorB,Kingella denitrificans | EGC17927
413_NorB,Kingella kingae ATCC 23330 | 887327.HMPREF0476_1034
414_NorB,Kingella negevensis | tr|A0A238HJ02|A0A238HJ02_9NEIS
