PKL62442	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales
PKL64479	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales
PKL68670	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales
AIF16818	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
PKL69334	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales
PKM92236	d__Archaea; p__Euryarchaeota
PKP54579	d__Archaea; p__Candidatus Altiarchaeota
PKP59025	d__Archaea; p__Candidatus Altiarchaeota
PKP59364	d__Archaea; p__Candidatus Altiarchaeota
PKR95834	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora zeina
PKS07431	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Lomentospora; s__Lomentospora prolificans
PKU67550	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Asparagales; f__Orchidaceae; g__Dendrobium; s__Dendrobium catenatum
PKU73329	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Asparagales; f__Orchidaceae; g__Dendrobium; s__Dendrobium catenatum
PKU87058	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Asparagales; f__Orchidaceae; g__Dendrobium; s__Dendrobium catenatum
AIF24272	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
PLJ77287	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermofilaceae; g__Thermofilum; s__Thermofilum sp. NZ13
PLN77127	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus taichungensis
PLW79574	d__Archaea; p__Candidatus Woesearchaeota
PMB72490	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Beauveria; s__Beauveria bassiana
PMB77514	d__Archaea; p__Candidatus Korarchaeota
PMD27353	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Leotiaceae; g__Pezoloma; s__Pezoloma ericae
PMP61181	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Acidilobales; f__Caldisphaeraceae; g__Caldisphaera; s__Caldisphaera sp.
PMP73789	d__Archaea; p__Euryarchaeota
PMP87998	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Acidilobales; f__Caldisphaeraceae; g__Caldisphaera; s__Caldisphaera sp.
PNF14960	d__Eukaryota; p__Arthropoda; c__Insecta; o__Blattodea; f__Kalotermitidae; g__Cryptotermes; s__Cryptotermes secundus
AIF83454	d__Archaea; p__Thaumarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera; s__Candidatus Nitrososphaera evergladensis
PNH05564	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlamydomonadales; f__Tetrabaenaceae; g__Tetrabaena; s__Tetrabaena socialis
PNH35851	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__Verticillium; s__Verticillium dahliae
PNH69286	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__Verticillium; s__Verticillium dahliae
PNP41690	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma gamsii
PNP49180	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma harzianum
PNP74879	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium nygamai
PNS17555	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Elsinoaceae; g__Sphaceloma; s__Sphaceloma murrayae
PNT00116	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malpighiales; f__Salicaceae; g__Populus; s__Populus trichocarpa
PNT09290	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malpighiales; f__Salicaceae; g__Populus; s__Populus trichocarpa
PNT40102	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malpighiales; f__Salicaceae; g__Populus; s__Populus trichocarpa
AIW62489	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Araneae; f__Scytodidae; g__Scytodes; s__Scytodes thoracica
PNV81528	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Fervidicoccales; f__Fervidicoccaceae; g__Fervidicoccus; s__Fervidicoccus sp.
PNX47353	d__Archaea; p__Euryarchaeota; c__Thermoplasmata
PNX48922	d__Archaea; p__Euryarchaeota; c__Thermoplasmata
PNX50924	d__Archaea; p__Euryarchaeota; c__Thermoplasmata
PNX89017	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Trifolium; s__Trifolium pratense
PNY04924	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Trifolium; s__Trifolium pratense
PNY14290	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Trifolium; s__Trifolium pratense
PNY28886	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Tolypocladium; s__Tolypocladium capitatum
POE58892	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fagales; f__Fagaceae; g__Quercus; s__Quercus suber
POE86053	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fagales; f__Fagaceae; g__Quercus; s__Quercus suber
AJF60360	d__Archaea
POE93607	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fagales; f__Fagaceae; g__Quercus; s__Quercus suber
POI19486	d__Eukaryota; p__Chordata; c__Aves; o__Galliformes; f__Phasianidae; g__Bambusicola; s__Bambusicola thoracicus
POM31175	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Rhabditida; f__Rhabditidae; g__Caenorhabditis; s__Caenorhabditis remanei
PON40530	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Cannabaceae; g__Parasponia; s__Parasponia andersonii
PON48915	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Cannabaceae; g__Trema; s__Trema orientale
PON88230	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Cannabaceae; g__Trema; s__Trema orientale
POR37466	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Tolypocladium; s__Tolypocladium paradoxum
POS73927	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Diaporthaceae; g__Diaporthe; s__Diaporthe helianthi
POS82068	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Erysiphales; f__Erysiphaceae; g__Erysiphe; s__Erysiphe pulchra
POY70375	d__Eukaryota; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Sporidiobolaceae; g__Rhodotorula; s__Rhodotorula taiwanensis
AJF61376	d__Archaea
PPA80038	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales
PPD83547	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Gossypium; s__Gossypium barbadense
PPJ53855	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora berteroae
PPQ69228	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Psilocybe; s__Psilocybe cyanescens
PPQ76111	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Panaeolus; s__Panaeolus cyanescens
PPQ98060	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Gymnopilus; s__Gymnopilus dilepis
PPS16766	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Gossypium; s__Gossypium barbadense
PPS20570	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Gossypium; s__Gossypium barbadense
PQE17282	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Rutstroemiaceae; g__Rutstroemia; s__Rutstroemia sp. NJR-2017a BVV2
PQE23951	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Rutstroemiaceae; g__Rutstroemia; s__Rutstroemia sp. NJR-2017a WRK4
AAN76335	d__Eukaryota; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__Homo sapiens
AJF62551	d__Archaea
PQE26295	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Rutstroemiaceae; g__Rutstroemia; s__Rutstroemia sp. NJR-2017a BBW
PQK13380	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Beauveria; s__Beauveria bassiana
PRP80581	d__Eukaryota; p__Evosea; c__Variosea; o__Cavosteliida; f__Cavosteliaceae; g__Planoprotostelium; s__Planoprotostelium fungivorum
PRW32846	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Chlorellales; f__Chlorellaceae; g__Chlorella; s__Chlorella sorokiniana
PRW32847	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Chlorellales; f__Chlorellaceae; g__Chlorella; s__Chlorella sorokiniana
PSC76813	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Chlorellales; f__Chlorellaceae; g__Micractinium; s__Micractinium conductrix
PSG97306	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
PSG98817	d__Archaea; p__Euryarchaeota; c__Nanohaloarchaea
PSH00286	d__Archaea; p__Euryarchaeota; c__Nanohaloarchaea
PSH01680	d__Archaea; p__Euryarchaeota; c__Nanohaloarchaea
AJM93187	d__Archaea; p__Thaumarchaeota
PSK47150	r__Root
PSK56821	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Elsinoaceae; g__Elsinoe; s__Elsinoe australis
PSK77012	r__Root
PSN37342	d__Eukaryota; p__Arthropoda; c__Insecta; o__Blattodea; f__Ectobiidae; g__Blattella; s__Blattella germanica
PSN64702	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Corynesporascaceae; g__Corynespora; s__Corynespora cassiicola
PSN86820	d__Archaea; p__Candidatus Marsarchaeota
PSN90511	d__Archaea; p__Candidatus Marsarchaeota
PSO05973	d__Archaea; p__Candidatus Marsarchaeota
PSP15873	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP27401	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
AJP86942	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces cerevisiae
PSP38251	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP42706	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP49338	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP50288	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP54816	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP55082	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP56489	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP62261	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP64691	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP64748	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
AJP87048	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces cerevisiae
PSP67006	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP70445	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP75933	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP80194	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP84220	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP87753	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP87976	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP97824	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP99619	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ00408	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
AKA47795	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
PSQ07052	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ07134	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ11053	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ11073	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ15455	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ18157	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ20320	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ21112	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ23240	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ26822	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
AKQ00682	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
PSQ33346	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ37064	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ40010	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ41119	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ42258	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ44855	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ48151	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ55987	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ59091	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSQ66052	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
AKQ00915	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
PSR83666	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Phlebia; s__Phlebia centrifuga
PSR85098	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Ericales; f__Actinidiaceae; g__Actinidia; s__Actinidia chinensis
PSR85973	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Ericales; f__Actinidiaceae; g__Actinidia; s__Actinidia chinensis
PSR89016	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Schizoparmaceae; g__Coniella; s__Coniella lustricola
PSR89529	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Ericales; f__Actinidiaceae; g__Actinidia; s__Actinidia chinensis
PTB76596	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma longibrachiatum
PTD94301	d__Archaea
PTY21861	d__Eukaryota; p__Arthropoda; c__Insecta; o__Hemiptera; f__Lygaeidae; g__Oncopeltus; s__Oncopeltus fasciatus
PUA32681	d__Archaea; p__Thaumarchaeota
PUA33405	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales; f__Desulfurococcaceae; g__Zestosphaera; s__Zestosphaera tikiterensis
AKQ01213	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
PUU81888	d__Eukaryota; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Tuberaceae; g__Tuber; s__Tuber borchii
PUZ61852	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Panicum; s__Panicum hallii
PVC55440	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Piroplasmida; f__Theileriidae; g__Theileria; s__Theileria orientalis
PVD32212	d__Eukaryota; p__Mollusca; c__Gastropoda; o__Architaenioglossa; f__Ampullariidae; g__Pomacea; s__Pomacea canaliculata
SAL96902	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Cunninghamellaceae; g__Absidia; s__Absidia glauca
SAM03843	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Cunninghamellaceae; g__Absidia; s__Absidia glauca
SAM05417	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Cunninghamellaceae; g__Absidia; s__Absidia glauca
SAM07799	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Cunninghamellaceae; g__Absidia; s__Absidia glauca
SAM80413	d__Eukaryota; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Ustilago; s__Ustilago bromivora
SBS85429	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Haemosporida; f__Plasmodiidae; g__Plasmodium; s__Plasmodium ovale
AKQ01468	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
SBS87302	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Haemosporida; f__Plasmodiidae; g__Plasmodium; s__Plasmodium malariae
SBT39232	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Haemosporida; f__Plasmodiidae; g__Plasmodium; s__Plasmodium ovale
SBT55718	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Haemosporida; f__Plasmodiidae; g__Plasmodium; s__Plasmodium ovale
SBT77775	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Haemosporida; f__Plasmodiidae; g__Plasmodium; s__Plasmodium ovale
SCO77509	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium oxysporum
SCU84570	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__Lachancea dasiensis
SCU92146	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__Lachancea mirantina
SCU93090	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__Lachancea meyersii
SCU94521	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__Lachancea nothofagi
SCV68381	d__Eukaryota; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryales; f__Microbotryaceae; g__Microbotryum; s__Microbotryum intermedium
AKQ01705	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
SCW03686	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__Lachancea fermentati
SGZ40552	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycodaceae; g__Hanseniaspora; s__Hanseniaspora guilliermondii
SGZ55144	r__Root
SJM86448	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Zygosaccharomyces; s__Zygosaccharomyces bailii
SLM15193	r__Root
SLM39558	d__Eukaryota; p__Ascomycota; c__Lecanoromycetes; o__Umbilicariales; f__Umbilicariaceae; g__Lasallia; s__Lasallia pustulata
SMH72491	d__Archaea; p__Thaumarchaeota
SMN20349	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania; s__Kazachstania saulgeensis
SMN21844	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania; s__Kazachstania saulgeensis
SMQ51799	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Mycosphaerellaceae; g__Zymoseptoria; s__Zymoseptoria tritici
AAP80858	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Triticum; s__Triticum aestivum
AKQ01772	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
SMR54160	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Mycosphaerellaceae; g__Zymoseptoria; s__Zymoseptoria tritici
SMR56261	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Mycosphaerellaceae; g__Zymoseptoria; s__Zymoseptoria tritici
SPB46236	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus niger
WP_004030379	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__Methanobacterium formicicum
WP_004033231	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter
WP_004037707	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanofollis; s__Methanofollis liminatans
WP_004047212	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Halorubraceae; g__Halorubrum; s__Halorubrum saccharovorum
WP_004054024	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halococcaceae; g__Halococcus; s__Halococcus morrhuae
WP_004060018	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Haloferacaceae; g__Haloferax; s__Haloferax mediterranei
WP_004079385	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoplanus; s__Methanoplanus limicola
AKQ01975	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
WP_004969594	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Haloferacaceae; g__Haloferax
WP_004974946	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Haloferacaceae; g__Haloferax
WP_005045593	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halococcaceae; g__Halococcus; s__Halococcus salifodinae
WP_005559240	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natronococcus; s__Natronococcus amylolyticus
WP_005580135	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natronobacterium; s__Natronobacterium gregoryi
WP_006053857	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Haloferacaceae; g__Halogeometricum; s__Halogeometricum borinquense
WP_006067771	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Natrialbales; f__Natrialbaceae; g__Natronorubrum; s__Natronorubrum bangense
WP_006078146	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halococcaceae; g__Halococcus; s__Halococcus saccharolyticus
