LABELS
SEPARATOR COMMA
DATA
#NODE_ID,LABEL
61_NirK,Haloterrigena turkmenica DSM 5511 | ADB62587
62_NirK,Natrarchaeobius chitinivorans | tr|A0A3N6LQT5|A0A3N6LQT5_9EURY
63_NirK,Natrarchaeobius chitinivorans | tr|A0A3N6MMZ6|A0A3N6MMZ6_9EURY
64_NirK,Natrarchaeobius chitinivorans | tr|A0A3N6PGF6|A0A3N6PGF6_9EURY
65_NirK,Natrarchaeobius halalkaliphilus | tr|A0A3N6LPW9|A0A3N6LPW9_9EURY
66_NirK,Natrinema ejinorense | tr|A0A2A5QTG2|A0A2A5QTG2_9EURY
67_NirK,Natrinema pellirubrum DSM 15624 | AGB30565
68_NirK,Natrinema pellirubrum DSM 15624 | AGB31993
69_NirK,Natrinema versiforme | tr|A0A4V1FYW6|A0A4V1FYW6_9EURY
70_NirK,Natronorubrum halalkaliphilum | tr|A0A6B0VRQ5|A0A6B0VRQ5_9EURY
71_NirK,Natronorubrum halalkaliphilum | tr|A0A6B0VTM0|A0A6B0VTM0_9EURY
72_NirK,Salinadaptatus halalkaliphilus | tr|A0A4S3TLE5|A0A4S3TLE5_9EURY
73_NirK,Salinadaptatus halalkaliphilus | tr|A0A4S3TQ70|A0A4S3TQ70_9EURY
74_NirK,Nitrosopumilus maritimus SCM1 | ABX13155
75_NirK,Nitrosopumilus maritimus SCM1 | ABX13250
76_NirK,Nitrosopumilus maritimus SCM1 | ABX13563
77_NirK,uncultured marine crenarchaeote HF4000_ANIW97M7 | ABZ07084
78_NirK,uncultured marine thaumarchaeote | AFF60920
79_NirK,uncultured marine thaumarchaeote | AFF60922
80_NirK,uncultured marine thaumarchaeote | AFF60932
81_NirK,uncultured marine thaumarchaeote | AFF60944
82_NirK,Candidatus Caldarchaeum subterraneum | BAJ47002
83_NirK,Candidatus Nitrosarchaeum limnium SFB1 | EGG41865
84_NirK,Candidatus Nitrosarchaeum limnium SFB1 | EGG42117
85_NirK,Candidatus Nitrosarchaeum limnium SFB1 | EGG42151
86_NirK,Nitrosarchaeum koreense MY1 | EGP94244
87_NirK,Candidatus Nitrosopumilus salaria BD31 | EIJ65003
88_NirK,Candidatus Nitrosopumilus salaria BD31 | EIJ66536
89_NirK,Candidatus Nitrosocosmicus arcticus | tr|A0A557SV68|A0A557SV68_9ARCH
90_NirK,Candidatus Nitrososphaera gargensis | tr|K0ID13|K0ID13_NITGG
91_NirK,Candidatus Nitrososphaera gargensis | tr|K0IEZ7|K0IEZ7_NITGG
92_NirK,Nitrososphaera viennensis | tr|A0A060HKX3|A0A060HKX3_9ARCH
93_NirK,Terriglobus roseus DSM 18391 | AFL87445
94_NirK,Acidothermus cellulolyticus 11B | ABK52276
95_NirK,Actinomyces sp. oral taxon 171 str. F0337 | EFW28277
96_NirK,Actinomyces sp. oral taxon 180 str. F0310 | EFU60726
97_NirK,Actinomyces sp. oral taxon 448 str. F0400 | EGQ73134
98_NirK,Actinomyces urogenitalis DSM 15434 | EEH64934
99_NirK,Gleimia coleocanis DSM 15436 | EEH64269
100_NirK,Pauljensenia hongkongensis | AOS47426
101_NirK,Schaalia odontolytica ATCC 17982 | EDN80136
102_NirK,Corynebacterium aurimucosum ATCC 700975 | ACP32651
103_NirK,Corynebacterium diphtheriae | ONF64906
104_NirK,Corynebacterium efficiens YS-314 | EEW50838
105_NirK,Corynebacterium pseudogenitalium ATCC 33035 | EFQ80218
106_NirK,Corynebacterium segmentosum | VEH72687
107_NirK,Corynebacterium striatum ATCC 6940 | EEI79717
108_NirK,Nocardia farcinica IFM 10152 | BAD60586
109_NirK,Rhodococcus erythropolis | ORI19372
110_NirK,Frankia casuarinae | ABD11878
111_NirK,Actinoplanes missouriensis 431 | BAL91543
112_NirK,Micromonospora aurantiaca ATCC 27029 | ADL47480
113_NirK,Actinosynnema mirum DSM 43827 | ACU38581
114_NirK,Thermobifida fusca YX | AAZ56827
115_NirK,Rubrobacter xylanophilus DSM 9941 | ABG03064
116_NirK,Rhodothermus marinus SG0.5JP17-172 | AEN73523
117_NirK,Bacteroidales | tr|A0A3C0BBV7|A0A3C0BBV7_9BACT
118_NirK,Bacteroidales | tr|A0A7Y5A3C9|A0A7Y5A3C9_9BACT
119_NirK,Lentimicrobiaceae | tr|A0A2E2XXS7|A0A2E2XXS7_9BACT
120_NirK,Chitinophagaceae | tr|A0A522SD81|A0A522SD81_9BACT
121_NirK,Chitinophagaceae | tr|A0A522SGL6|A0A522SGL6_9BACT
122_NirK,Chitinophagaceae | tr|A0A522SY43|A0A522SY43_9BACT
123_NirK,Chitinophagaceae | tr|A0A5C7MN72|A0A5C7MN72_9BACT
124_NirK,Chitinophagaceae | tr|A0A7V8W3I5|A0A7V8W3I5_9BACT
125_NirK,Chitinophagaceae | tr|A0A7V9JZB1|A0A7V9JZB1_9BACT
126_NirK,Chitinophaga flava | tr|A0A365Y0B8|A0A365Y0B8_9BACT
127_NirK,Chitinophaga silvisoli | tr|A0A3E1NW11|A0A3E1NW11_9BACT
128_NirK,Chitinophaga tropicalis | tr|A0A7K1U363|A0A7K1U363_9BACT
129_NirK,Ferruginibacter sp. | tr|A0A7Y5D916|A0A7Y5D916_9BACT
130_NirK,Ferruginibacter sp. BO-59 | tr|A0A3M9NP28|A0A3M9NP28_9BACT
131_NirK,Ginsengibacter hankyongi | tr|A0A5J5IIC4|A0A5J5IIC4_9BACT
132_NirK,Niabella sp. | tr|A0A5C7W0Z4|A0A5C7W0Z4_9BACT
133_NirK,Thermoflavifilum sp. | tr|A0A7M1T7W5|A0A7M1T7W5_9BACT
134_NirK,Cytophagales | tr|A0A3D5KQ03|A0A3D5KQ03_9BACT
135_NirK,Algoriphagus aquimarinus | tr|A0A5C7AHW8|A0A5C7AHW8_9BACT
136_NirK,Belliella baltica DSM 15883 | AFL84581
137_NirK,Hymenobacter sp. CCM 8763 | tr|A0A372DW73|A0A372DW73_9BACT
138_NirK,Pontibacter fetidus | tr|A0A6B2H016|A0A6B2H016_9BACT
139_NirK,Pontibacter sp. GY10130 | tr|A0A5C8K6Q7|A0A5C8K6Q7_9BACT
140_NirK,Pontibacter sp. HB172049 | tr|A0A501W7Z1|A0A501W7Z1_9BACT
141_NirK,Marivirga tractuosa DSM 4126 | ADR22678
142_NirK,Flavobacteriales | tr|A0A2A5B4R9|A0A2A5B4R9_9FLAO
143_NirK,Flavobacteriales | tr|A0A2A5HN00|A0A2A5HN00_9FLAO
144_NirK,Flavobacteriales | tr|A0A2D5KAY1|A0A2D5KAY1_9FLAO
145_NirK,Brumimicrobium glaciale | tr|A0A4Q4KRG3|A0A4Q4KRG3_9FLAO
146_NirK,Brumimicrobium salinarum | tr|A0A2I0R554|A0A2I0R554_9FLAO
147_NirK,Brumimicrobium sp. C305 | tr|A0A2U2X5B0|A0A2U2X5B0_9FLAO
148_NirK,Putridiphycobacter roseus | tr|A0A2W1N4S9|A0A2W1N4S9_9FLAO
149_NirK,Cryomorpha ignava | tr|A0A7K3WY44|A0A7K3WY44_9FLAO
150_NirK,Flavobacteriaceae bacterium 3519-10 | ACU06855
151_NirK,Flavobacteriaceae | tr|A0A1J0LMY3|A0A1J0LMY3_9FLAO
152_NirK,Flavobacteriaceae | tr|A0A2A4TNB7|A0A2A4TNB7_9FLAO
153_NirK,Flavobacteriaceae | tr|A0A2A5GSL4|A0A2A5GSL4_9FLAO
154_NirK,Flavobacteriaceae | tr|A0A2M7DPZ4|A0A2M7DPZ4_9FLAO
155_NirK,Flavobacteriaceae | tr|A0A2M7NPM1|A0A2M7NPM1_9FLAO
156_NirK,Flavobacteriaceae | tr|A0A4V1VE26|A0A4V1VE26_9FLAO
157_NirK,Flavobacteriaceae | tr|A0A507ZCF0|A0A507ZCF0_9FLAO
158_NirK,Flavobacteriaceae | tr|A0A7C7ZQI9|A0A7C7ZQI9_9FLAO
159_NirK,Aequorivita lipolytica | tr|A0A5C6YQ26|A0A5C6YQ26_9FLAO
160_NirK,Aequorivita lutea | tr|A0A7K0EZ16|A0A7K0EZ16_9FLAO
161_NirK,Aequorivita sp. | tr|A0A2D9QA63|A0A2D9QA63_9FLAO
162_NirK,Aequorivita sp. 609 | tr|A0A841TPV6|A0A841TPV6_9FLAO
163_NirK,Aequorivita sp. H23M31 | tr|A0A410G1T4|A0A410G1T4_9FLAO
164_NirK,Aequorivita sublithincola DSM 14238 | AFL79638
165_NirK,Antarcticibacterium arcticum | tr|A0A5B8YQC4|A0A5B8YQC4_9FLAO
166_NirK,Antarcticibacterium flavum | tr|A0A5B7X3X2|A0A5B7X3X2_9FLAO
167_NirK,Arenibacter sp. P308M17 | tr|A0A372H0T9|A0A372H0T9_9FLAO
168_NirK,Bizionia algoritergicola | tr|A0A5D0QS56|A0A5D0QS56_9FLAO
169_NirK,Bizionia argentinensis JUB59 | EGV44369
170_NirK,Bizionia myxarmorum | tr|A0A5D0R8A9|A0A5D0R8A9_9FLAO
171_NirK,Capnocytophaga gingivalis ATCC 33624 | EEK14494
172_NirK,Capnocytophaga sp. oral taxon 329 str. F0087 | KHE69291
173_NirK,Capnocytophaga sp. oral taxon 338 str. F0234 | EGD33903
174_NirK,Capnocytophaga sputigena | ATA83057
175_NirK,Confluentibacter flavum | tr|A0A2N3HIB4|A0A2N3HIB4_9FLAO
176_NirK,Flavivirga rizhaonensis | tr|A0A4S1DXR0|A0A4S1DXR0_9FLAO
177_NirK,Flavobacterium alvei | tr|A0A2S5A6N4|A0A2S5A6N4_9FLAO
178_NirK,Flavobacterium columnare | APT22933
179_NirK,Flavobacterium crocinum | tr|A0A2S1YM14|A0A2S1YM14_9FLAO
180_NirK,Flavobacterium johnsoniae | SHL56746
181_NirK,Flavobacterium laiguense | tr|A0A2U1JTL6|A0A2U1JTL6_9FLAO
182_NirK,Flavobacterium psychrotolerans | tr|A0A2U1JI35|A0A2U1JI35_9FLAO
183_NirK,Flavobacterium sp. | tr|A0A519KHL7|A0A519KHL7_FLASP
184_NirK,Flavobacterium sp. 140616W15 | tr|A0A3G2GEK8|A0A3G2GEK8_9FLAO
185_NirK,Flavobacterium sp. CC-CTC003 | tr|A0A4S3ZPK3|A0A4S3ZPK3_9FLAO
186_NirK,Flavobacterium sp. GA093 | tr|A0A6I4NP92|A0A6I4NP92_9FLAO
187_NirK,Flavobacterium sp. GT3P67 | tr|A0A4R5FIC0|A0A4R5FIC0_9FLAO
188_NirK,Flavobacterium sp. HTF | tr|A0A2U1QYT1|A0A2U1QYT1_9FLAO
189_NirK,Flavobacterium sp. IMCC34852 | tr|A0A7Y3VYL3|A0A7Y3VYL3_9FLAO
190_NirK,Flavobacterium sp. IR1 | tr|A0A7L4TQ43|A0A7L4TQ43_9FLAO
191_NirK,Flavobacterium sp. M31R6 | tr|A0A6M8SG22|A0A6M8SG22_9FLAO
192_NirK,Flavobacterium sp. MC2016-06 | tr|A0A6I3MJN0|A0A6I3MJN0_9FLAO
193_NirK,Flavobacterium sp. MDT1-60 | tr|A0A7L8UAA8|A0A7L8UAA8_9FLAO
194_NirK,Flavobacterium sp. XN-5 | tr|A0A6M2C432|A0A6M2C432_9FLAO
195_NirK,Flavobacterium sp. ZT3R18 | tr|A0A553E1L4|A0A553E1L4_9FLAO
196_NirK,Formosa maritima | tr|A0A5D0G4Q6|A0A5D0G4Q6_9FLAO
197_NirK,Gelidibacter maritimus | tr|A0A7W2M1X8|A0A7W2M1X8_9FLAO
198_NirK,Gelidibacter salicanalis | tr|A0A5C7AVQ0|A0A5C7AVQ0_9FLAO
199_NirK,Gramella fulva | tr|A0A2R3Z330|A0A2R3Z330_9FLAO
200_NirK,Gramella fulva | tr|A0A2R3ZA91|A0A2R3ZA91_9FLAO
201_NirK,Hanstruepera neustonica | tr|A0A2K1DWS9|A0A2K1DWS9_9FLAO
202_NirK,Imtechella halotolerans K1 | EID73898
203_NirK,Lacinutrix sp. Bg11-31 | tr|A0A2K8XDZ9|A0A2K8XDZ9_9FLAO
204_NirK,Leptobacterium flavescens | tr|A0A6P0URT6|A0A6P0URT6_9FLAO
205_NirK,Lutibacter sp. | tr|A0A2G1XWI7|A0A2G1XWI7_9FLAO
206_NirK,Lutibacter sp. | tr|A0A2G2HFF2|A0A2G2HFF2_9FLAO
207_NirK,Lutibacter sp. | tr|A0A3D1KRN0|A0A3D1KRN0_9FLAO
208_NirK,Maribacter sp. ACAM166 | tr|A0A5R9AQS0|A0A5R9AQS0_9FLAO
209_NirK,Maribacter sp. HTCC2170 | EAR01831
210_NirK,Marixanthomonas sp. HN-E44 | tr|A0A2U0I3Y0|A0A2U0I3Y0_9FLAO
211_NirK,Muricauda ruestringensis DSM 13258 | AEM71702
212_NirK,Myroides odoratimimus | QBK75184
213_NirK,Myroides pelagicus | tr|A0A7K1GPP2|A0A7K1GPP2_9FLAO
214_NirK,Myroides sp. NP-2 | tr|A0A7W3VL89|A0A7W3VL89_9FLAO
215_NirK,Oceanihabitans sediminis | tr|A0A368P718|A0A368P718_9FLAO
216_NirK,Polaribacter aquimarinus | tr|A0A2U2JAY5|A0A2U2JAY5_9FLAO
217_NirK,Polaribacter sp. ALD11 | tr|A0A2K8XM86|A0A2K8XM86_9FLAO
218_NirK,Polaribacter sp. IC073 | tr|A0A5C6XQ54|A0A5C6XQ54_9FLAO
219_NirK,Polaribacter sp. L12M9 | tr|A0A7G9LCV1|A0A7G9LCV1_9FLAO
220_NirK,Subsaximicrobium wynnwilliamsii | tr|A0A5C6ZJI3|A0A5C6ZJI3_9FLAO
221_NirK,Tenacibaculum singaporense | tr|A0A3S8R829|A0A3S8R829_9FLAO
222_NirK,Tenacibaculum sp. Bg11-29 | tr|A0A2N1F9H0|A0A2N1F9H0_9FLAO
223_NirK,Winogradskyella ouciana | tr|A0A7K1GDQ2|A0A7K1GDQ2_9FLAO
224_NirK,Xanthomarina gelatinilytica | tr|A0A3D6BND3|A0A3D6BND3_9FLAO
225_NirK,Apibacter muscae | tr|A0A563DL87|A0A563DL87_9FLAO
226_NirK,Bergeyella cardium | tr|A0A6P1QSR5|A0A6P1QSR5_9FLAO
227_NirK,Chryseobacterium gleum | VEE05677
228_NirK,Chryseobacterium lacus | tr|A0A368N3E8|A0A368N3E8_9FLAO
229_NirK,Chryseobacterium manosquense | tr|A0A7H1DWK1|A0A7H1DWK1_9FLAO
230_NirK,Chryseobacterium sediminis | tr|A0A5B2U2G7|A0A5B2U2G7_9FLAO
231_NirK,Chryseobacterium sp. | tr|A0A3N7IUE0|A0A3N7IUE0_9FLAO
232_NirK,Chryseobacterium sp. | tr|A0A5C8APR8|A0A5C8APR8_9FLAO
233_NirK,Chryseobacterium sp. 6424 | tr|A0A3G2TE36|A0A3G2TE36_9FLAO
234_NirK,Chryseobacterium sp. NEB161 | tr|A0A6H1M803|A0A6H1M803_9FLAO
235_NirK,Chryseobacterium sp. POL2 | tr|A0A6G6YED1|A0A6G6YED1_9FLAO
236_NirK,Chryseobacterium sp. VAUSW3 | tr|A0A219AEC0|A0A219AEC0_9FLAO
237_NirK,Cruoricaptor ignavus | tr|A0A7M1T3K0|A0A7M1T3K0_9FLAO
238_NirK,Elizabethkingia bruuniana | tr|A0A7T7V078|A0A7T7V078_9FLAO
239_NirK,Elizabethkingia sp. JS20170427COW | tr|A0A5B7UBE0|A0A5B7UBE0_9FLAO
240_NirK,Kaistella carnis | tr|A0A3G8XMZ5|A0A3G8XMZ5_9FLAO
241_NirK,Kaistella daneshvariae | tr|A0A3N0WT62|A0A3N0WT62_9FLAO
242_NirK,Kaistella flava (ex Peng et al. 2021) | tr|A0A7M2YDI8|A0A7M2YDI8_9FLAO
243_NirK,Sphingobacteriales | tr|A0A7T9DX21|A0A7T9DX21_9SPHI
244_NirK,Arcticibacter tournemirensis | tr|A0A4V1KIE9|A0A4V1KIE9_9SPHI
245_NirK,Pedobacter changchengzhani | tr|A0A4R5MKR8|A0A4R5MKR8_9SPHI
246_NirK,Solitalea canadensis DSM 3403 | EHP05801
247_NirK,Sphingobacterium humi | tr|A0A6N8L713|A0A6N8L713_9SPHI
248_NirK,Balneolaceae | tr|A0A6M1SSP1|A0A6M1SSP1_9BACT
249_NirK,Aliifodinibius halophilus | tr|A0A6M1SY10|A0A6M1SY10_9BACT
250_NirK,Aliifodinibius halophilus | tr|A0A6M1T3Z7|A0A6M1T3Z7_9BACT
251_NirK,Candidatus Acetothermum autotrophicum | BAL59143
252_NirK,Candidatus Acetothermum autotrophicum | BAL59424
253_NirK,Simkania negevensis Z | CCB87810
254_NirK,Thermobaculum terrenum ATCC BAA-798 | ACZ43050
255_NirK,Anaerolineales | tr|A0A7Y4RG64|A0A7Y4RG64_9CHLR
256_NirK,Chloroflexus aggregans DSM 9485 | ACL24695
257_NirK,Chloroflexus aurantiacus J-10-fl | ABY34789
258_NirK,Herpetosiphon aurantiacus DSM 785 | ABX03943
259_NirK,Sphaerobacteraceae | tr|A0A8B5XDN3|A0A8B5XDN3_9CHLR
260_NirK,Sphaerobacter thermophilus DSM 20745 | ACZ37592
261_NirK,Thermomicrobium roseum | tr|A0A7C2BGV3|A0A7C2BGV3_THERO
262_NirK,Deinococcales | tr|A0A847HRF2|A0A847HRF2_9DEIN
263_NirK,Deinococcus geothermalis DSM 11300 | ABF43992
264_NirK,Deinococcus maricopensis DSM 21211 | ADV66099
265_NirK,Marinithermus hydrothermalis DSM 14884 | AEB11294
266_NirK,Meiothermus sp. Pnk-1 | tr|A0A323U2A1|A0A323U2A1_9DEIN
267_NirK,Thermus scotoductus | KPD32437
268_NirK,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446 | ACV58146
269_NirK,Alkalihalobacillus okuhidensis | KOO39038
270_NirK,Anoxybacillus flavithermus | KYD12878
271_NirK,Bacillus cereus | AJK37346
272_NirK,Bacillus cereus 172560W | EEK62666
273_NirK,Bacillus cereus Rock1-3 | EEL23477
274_NirK,Bacillus cereus Rock3-44 | EEL51147
275_NirK,Bacillus cereus AH1271 | EEL82593
276_NirK,Bacillus methanolicus PB1 | EIJ78367
277_NirK,Bacillus pseudomycoides | EEM02875
278_NirK,Bacillus pseudomycoides DSM 12442 | EEM16322
279_NirK,Bacillus smithii 7_3_47FAA | EHL79373
280_NirK,Bacillus sp. 1NLA3E | EHP28298
281_NirK,Bacillus sp. 2_A_57_CT2 | EFV74643
282_NirK,Bacillus sp. 2_A_57_CT2 | EFV76012
283_NirK,Bacillus thuringiensis serovar pakistani str. T13001 | EEM48374
284_NirK,Bacillus thuringiensis serovar huazhongensis BGSC 4BD1 | EEM80203
285_NirK,Bacillus wiedmannii | EEK68269
286_NirK,Bacillus wiedmannii | EEK68339
287_NirK,Caldalkalibacillus thermarum TA2.A1 | EGL83302
288_NirK,Caldalkalibacillus thermarum TA2.A1 | EGL83989
289_NirK,Caldalkalibacillus thermarum TA2.A1 | EGL84019
290_NirK,Fictibacillus macauensis ZFHKF-1 | EIT84304
291_NirK,Fictibacillus macauensis ZFHKF-1 | EIT84313
292_NirK,Geobacillus kaustophilus HTA426 | BAD75052
293_NirK,Geobacillus sp. C56-T3 | ADI27604
294_NirK,Geobacillus thermoleovorans | QDY72612
295_NirK,Lysinibacillus sphaericus | ANA46649
296_NirK,Parageobacillus thermoglucosidasius C56-YS93 | AEH48959
297_NirK,Schinkia azotoformans (Bacillus azotoformans) | tr|K6D7T4|K6D7T4_SCHAZ
298_NirK,Brevibacillus brevis NBRC 100599 | BAH43644
299_NirK,Brevibacillus laterosporus LMG 15441 | EGP32908
300_NirK,Paenibacillus polymyxa E681 | ADM69930
301_NirK,Desmospora sp. 8437 | EGK10284
302_NirK,Clostridium beijerinckii | OOM58242
303_NirK,Clostridium sporogenes ATCC 15579 | EDU38903
304_NirK,Sulfobacillus acidophilus TPY | AEJ41804
305_NirK,Thermaerobacter marianensis DSM 12885 | ADU51617
306_NirK,Thermaerobacter subterraneus DSM 13965 | EFR62310
307_NirK,Desulfosporosinus acidiphilus SJ4 | EIB95115
308_NirK,Symbiobacterium thermophilum IAM 14863 | BAD39726
309_NirK,Gemmatimonadaceae | tr|A0A2E8H921|A0A2E8H921_9BACT
310_NirK,Gemmatimonadaceae | tr|A0A7Y5QYN2|A0A7Y5QYN2_9BACT
311_NirK,Gemmatimonas aurantiaca T-27 | BAH38365
312_NirK,Gemmatimonas aurantiaca T-27 | BAH39808
313_NirK,Gemmatimonas sp. | tr|A0A843T3U2|A0A843T3U2_9BACT
314_NirK,Ignavibacteriales | tr|A0A3A4RIT5|A0A3A4RIT5_9BACT
315_NirK,Ignavibacteriales | tr|A0A3N5R4I3|A0A3N5R4I3_9BACT
316_NirK,Nitrospinaceae | tr|A0A7C7S2T8|A0A7C7S2T8_9BACT
317_NirK,Candidatus Nitrohelix vancouverensis | tr|A0A7T0C0P8|A0A7T0C0P8_9BACT
318_NirK,Candidatus Nitrohelix vancouverensis | tr|A0A7T0C1Y8|A0A7T0C1Y8_9BACT
319_NirK,Candidatus Nitronauta litoralis | tr|A0A7T0BV59|A0A7T0BV59_9BACT
320_NirK,Candidatus Nitronauta litoralis | tr|A0A7T0FYX8|A0A7T0FYX8_9BACT
321_NirK,Nitrospina gracilis | tr|M1YG66|M1YG66_NITG3
322_NirK,Nitrospina gracilis | tr|M1Z892|M1Z892_NITG3
323_NirK,Nitrospina sp. | tr|A0A2E6XQB5|A0A2E6XQB5_9BACT
324_NirK,Nitrospina sp. | tr|A0A350UTU5|A0A350UTU5_9BACT
325_NirK,Nitrospina sp. | tr|A0A3C0S9E5|A0A3C0S9E5_9BACT
326_NirK,Nitrospina sp. | tr|A0A3D1XMB2|A0A3D1XMB2_9BACT
327_NirK,Nitrospina sp. | tr|A0A3D2UWJ3|A0A3D2UWJ3_9BACT
328_NirK,Nitrospina sp. | tr|A0A523MU89|A0A523MU89_9BACT
329_NirK,Nitrospina sp. | tr|A0A523N2W4|A0A523N2W4_9BACT
330_NirK,Nitrospina sp. | tr|A0A7C7IS43|A0A7C7IS43_9BACT
331_NirK,Nitrospirales | tr|A0A524IJV5|A0A524IJV5_9BACT
332_NirK,Nitrospirales | tr|A0A7W1UCT1|A0A7W1UCT1_9BACT
333_NirK,Nitrospiraceae | tr|A0A2E8G8M9|A0A2E8G8M9_9BACT
334_NirK,Nitrospiraceae | tr|A0A7Y4SGL1|A0A7Y4SGL1_9BACT
335_NirK,Candidatus Manganitrophus noduliformans | tr|A0A7X6DP55|A0A7X6DP55_9BACT
336_NirK,Candidatus Nitrospira inopinata | tr|A0A0S4KZR4|A0A0S4KZR4_9BACT
337_NirK,Nitrospira defluvii | CBK42243
338_NirK,Nitrospira defluvii | CBK43917
339_NirK,Nitrospira lenta | tr|A0A330L7S3|A0A330L7S3_9BACT
340_NirK,Nitrospira moscoviensis | tr|A0A0K2GKC8|A0A0K2GKC8_NITMO
341_NirK,Nitrospira sp. | tr|A0A7C7S8G0|A0A7C7S8G0_9BACT
342_NirK,Nitrospira sp. CG24E | tr|A0A525WA35|A0A525WA35_9BACT
