Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAM37124  coded_by=<1..>508,organism=Methylomonas sp. B2Z,definition=particulate methane monooxygenase alpha subunit	XmoA	1	169	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas	1.0	114	5.2e-94	1.0	0.0438	0.0001,0.0438,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AHA46880  coded_by=494..1243,organism=Methyloprofundus sedimenti,definition=methane monooxygenase protein A	XmoA	6	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methyloprofundus	1.0	115	4.5e-123	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAB70518  coded_by=<1..>508,organism=Methylobacter sp. BB5.1,definition=particulate methane monooxygenase	XmoA	1	169	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae	1.0	118	5.7e-96	0.7030861425	0.0766	0.0503,0.0263,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	ALK01329  coded_by=<1..>555,organism=Nitrosopumilus sp. DDS1,definition=ammonia monooxygenase subunit A	XmoA	1	185	r__Root; d__Archaea; p__Thaumarchaeota	1.0	3	1.2e-56	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AET10423  coded_by=<1..>586,organism=Nitrososphaera sp. JG1,definition=ammonia monooxygenase subunit A	XmoA	1	195	r__Root; d__Archaea; p__Thaumarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera	1.0	11	8.7e-63	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	ABB69919  coded_by=<1..>626,organism=Nitrosospira sp. GS832,definition=ammonia monooxygenase subunit A	XmoA	1	190	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	1.0	23	9.1e-83	1.0	0.0155	0.0049,0.0105,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	ABM54173  coded_by=<1..>752,organism=Nitrosospira sp. En13,definition=AmoA	XmoA	1	235	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	1.0	25	1.9e-106	0.755708016	0.0442	0.0046,0.0091,0.0305
p_amoA_FunGene9.5_isolates_C65S300_uclust99	ADZ25731  coded_by=689621..690445,organism=Nitrosomonas sp. AL212,definition=methane monooxygenase/ammonia monooxygenase, subunit A	XmoA	9	250	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosomonas	1.0	29	6.3e-107	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAM38059  coded_by=3278..4135,organism=Haliea sp. ETY-NAG,definition=putative ethylene monooxygenase protein A	XmoA	15	255	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Haliea	1.0	50	2.1e-103	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	ACK55192  coded_by=1..738,organism=Methylacidiphilum kamchatkense,definition=PmoA2	XmoA	2	243	r__Root; d__Bacteria; p__Verrucomicrobia; c__Methylacidiphilae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__Methylacidiphilum	1.0	65	2.1e-108	1.0	0.0092	0.0001,0.0092,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAM34724  coded_by=<1..>531,organism=Nitrosococcus oceani,definition=AmoA	XmoA	1	177	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__Nitrosococcus	1.0	91	9.4e-89	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAG16907  coded_by=<1..>495,organism=methanotroph FL-DIKO,definition=particulate methane monooxygenase protein A	XmoA	1	165	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylococcus	1.0	98	2e-89	1.0	0.0561	0.0063,0.0498,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAO51827  coded_by=1..744,organism=Methylocaldum marinum,definition=particulate methane monooxygenase	XmoA	6	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylocaldum	1.0	99	1.2e-122	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AET87441  coded_by=complement(<1..>508),organism=Methyloglobulus morosus KoM1,definition=particulate methane monooxygenase alpha subunit	XmoA	1	169	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methyloglobulus	1.0	104	2.1e-93	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAE86885  coded_by=1229..1972,organism=Methylomicrobium japanense,definition=methane monooxygenase protein A	XmoA	6	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomicrobium	1.0	107	1.4e-124	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AEF15857  coded_by=<1..>533,organism=Methylococcaceae bacterium M200,definition=particulate methane monooxygenase	XmoA	1	177	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylovulum	1.0	109	7.5e-100	1.0	0.0434	0.0001,0.0434,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AEF15856  coded_by=<1..>533,organism=Methylomonas sp. M5,definition=particulate methane monooxygenase	XmoA	1	177	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas	1.0	114	3.1e-99	1.0	0.0686	0.0223,0.0463,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAH22842  coded_by=1453..2202,organism=Methylomarinum vadi,definition=methane monooxygenase protein A	XmoA	6	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas	1.0	114	2.1e-123	1.0	0.052	0.0268,0.0252,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	CAL47025  coded_by=<1..>509,organism=bacterial endosymbiont of Idas sp.,definition=particulate methane monooxygenase alpha subunit	XmoA	1	169	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methyloprofundus	1.0	115	7.9e-94	0.9375551511	0.0922	0.0342,0.058,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AJM93357  coded_by=complement(1690227..1690877),organism=Candidatus Nitrosopumilus piranensis,definition=ammonia monooxygenase, subunit A	XmoA	2	214	r__Root; d__Archaea; p__Thaumarchaeota	1.0	2	2.5e-60	1.0	0.0001	0.0,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AMH87091  coded_by=<1..>592,organism=Candidatus Nitrosocosmicus franklandus,definition=ammonia monooxygenase	XmoA	1	197	r__Root; d__Archaea; p__Thaumarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrosocosmicus	1.0	10	8.5e-63	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAB84331  coded_by=1073..1861,organism=Nitrosomonas sp. ENI-11,definition=ammonia monooxygenase subunit A2	XmoA	1	238	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosomonas	1.0	27	5.6e-102	1.0	0.0186	0.0013,0.0173,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAH22833  coded_by=1567..2355,organism=Methylococcaceae bacterium ET-SHO,definition=methane monooxygenase protein A2	XmoA	13	253	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae	1.0	55	4.6e-103	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	ACD83564  coded_by=complement(1408355..1409104),organism=Methylacidiphilum infernorum V4,definition=Particulate methane monoxygenase beta (PmoA) subunit	XmoA	6	247	r__Root; d__Bacteria; p__Verrucomicrobia; c__Methylacidiphilae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__Methylacidiphilum	1.0	67	2.7e-109	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	EFY00784  coded_by=72365..73123,organism=Methylocystis sp. ATCC 49242,definition=methane monooxygenase/ammonia monooxygenase, subunit A	XmoA	12	252	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Methylocystis	1.0	82	4.1e-113	0.8311920682	0.0139	0.0138,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAF03938  coded_by=590..1333,organism=Nitrosococcus watsonii C-113,definition=ammonia monooxygenase subunit A	XmoA	6	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__Nitrosococcus	1.0	92	1.2e-110	1.0	0.0046	0.0001,0.0045,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAQ10311  coded_by=<1..529,organism=Methylococcus capsulatus,definition=particulate methane monooxygenase	XmoA	3	174	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylococcus	1.0	98	4.6e-93	1.0	0.0126	0.0001,0.0126,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAL04120  coded_by=<1..>508,organism=Methyloparacoccus murrellii,definition=particulate methane monooxygenase alpha-subunit	XmoA	1	169	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomagnum	1.0	100	9.4e-95	0.5634275148	0.1014	0.0634,0.038,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAG13080  coded_by=<1..>508,organism=Methylobacter sp. LW12,definition=PmoA	XmoA	1	169	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylobacter	1.0	108	2.8e-96	1.0	0.0375	0.013,0.0246,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAJ17641  coded_by=2909..3652,organism=Methylovulum miyakonense HT12,definition=particulate methane monooxygenase A-subunit	XmoA	6	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylovulum	1.0	109	1.9e-125	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	CCH22593  coded_by=<1..>532,organism=Methylomonas paludis,definition=particulate methane monooxygenase active-site polypeptide	XmoA	1	177	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas	1.0	114	2.5e-98	1.0	0.0524	0.0186,0.0338,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	CDM21890  coded_by=<1..>496,organism=Methylomonas sp. R-49799,definition=particulate methane monooxygenase, subunit A protein	XmoA	2	165	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas	1.0	114	7.4e-90	1.0	0.0185	0.0001,0.0185,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AII16085  coded_by=<1..>492,organism=Nitrosomonas europaea,definition=ammonia monooxygenase subunit A	XmoA	1	164	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosomonas	1.0	135	7.6e-46	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	CDI06186  coded_by=complement(276940..277590),organism=Thaumarchaeota archaeon N4,definition=putative ammonia monooxygenase subunit A	XmoA	2	214	r__Root; d__Archaea; p__Thaumarchaeota	1.0	1	5e-61	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	ABY77592  coded_by=<1..>603,organism=Candidatus Nitrososphaera gargensis,definition=putative ammonia monooxygenase subunit A	XmoA	1	201	r__Root; d__Archaea; p__Thaumarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera	1.0	12	3.7e-63	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAB70814  coded_by=1..825,organism=Nitrosospira sp. Np39-19,definition=ammonia monooxygenase subunit A2	XmoA	9	250	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	1.0	23	1.8e-106	1.0	0.0345	0.0106,0.0239,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	CAA62336  coded_by=<1..681,organism=Nitrosospira multiformis ATCC 25196,definition=ammonia monooxygenase protein	XmoA	1	202	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	1.0	24	9.5e-95	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	ABB69926  coded_by=<1..>626,organism=Nitrosomonas sp. IWT310,definition=ammonia monooxygenase subunit A	XmoA	1	190	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosomonas	1.0	27	1.4e-79	1.0	0.0268	0.0039,0.0229,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAH22836  coded_by=1268..2077,organism=Methylococcaceae bacterium ET-HIRO,definition=methane monooxygenase protein A1	XmoA	15	254	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae	1.0	53	5e-96	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	ABU88152  coded_by=988..1737,organism=Methylacidiphilum fumariolicum SolV,definition=methane monooxygenase subunit beta	XmoA	6	247	r__Root; d__Bacteria; p__Verrucomicrobia; c__Methylacidiphilae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__Methylacidiphilum	1.0	66	4.5e-107	1.0	0.014	0.0001,0.0139,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAM71040  coded_by=360..1103,organism=Methylohalobius crimeensis 10Ki,definition=particulate methane monooxygenase protein A	XmoA	6	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylothermaceae; g__Methylohalobius	1.0	95	3.6e-122	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAM44822  coded_by=<1..>522,organism=Methylocaldum sp. ML184,definition=particulate methane monooxygenase subunit A	XmoA	1	174	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylocaldum	1.0	99	1.9e-94	1.0	0.0366	0.0044,0.0323,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAG13081  coded_by=<1..>508,organism=Methylosarcina lacus,definition=PmoA	XmoA	1	169	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomicrobium	1.0	105	9.1e-95	1.0	0.0296	0.021,0.0086,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AGU99225  coded_by=<1..>531,organism=Methylobacter sp. CMS7,definition=particulate methane monooxygenase	XmoA	1	177	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylobacter	1.0	108	6e-100	1.0	0.0404	0.0273,0.0132,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAQ10308  coded_by=<1..533,organism=methanotrophic bacterium LK5,definition=particulate methane monooxygenase	XmoA	3	174	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	1.0	111	1.3e-91	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAM44820  coded_by=<1..>503,organism=Methylomonas sp. ML04,definition=particulate methane monooxygenase subunit A	XmoA	1	168	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas	1.0	114	1.4e-91	1.0	0.0365	0.0001,0.0365,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAB56133  coded_by=<1..>531,organism=Bathymodiolus symbiont pMMOA-1,definition=particulate methane monooxygenase subunit A	XmoA	1	177	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methyloprofundus	1.0	115	1.8e-99	1.0	0.066	0.0143,0.0517,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAB38709  coded_by=36..860,organism=Nitrosospira briensis,definition=ammonia-monooxygenase subunit A	XmoA	9	250	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	1.0	23	4.3e-108	1.0	0.0084	0.0042,0.0042,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	ACE95890  coded_by=1561..2313,organism=Methylomonas sp. LW13,definition=particulate methane monooxygenase subunit A-like protein	XmoA	9	250	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas	1.0	41	3.3e-108	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAU92182  coded_by=complement(1927548..1928291),organism=Methylococcus capsulatus str. Bath,definition=methane monooxygenase, A subunit	XmoA	6	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylococcus	1.0	98	3.2e-125	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAL86638  coded_by=1..825,organism=Nitrosomonas sp. JL21,definition=ammonia monooxygenase subunit A	XmoA	9	250	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosomonas	1.0	31	2.3e-106	0.9114964922	0.043	0.0101,0.0154,0.0175
